rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/blindsight,Blindsight,Jeff Vice,False,Certified-Fresh,Fresh,2008,It's doubtful whether even a dream team of Hollywood's best and brightest creative minds could have come up with a tale that's more fascinating or more inspirational than Blindsight.,male,"['Action & Adventure', 'Documentary', 'Special Interest']","{'neg': 0.056, 'neu': 0.466, 'pos': 0.478, 'compound': 0.9589}",0.9589
m/american-the-bill-hicks-story,American: The Bill Hicks Story,Frank Lovece,False,Certified-Fresh,Rotten,2011,"Hagiographic documentary of the late standup comic, with great visual style but gaping narrative and thematic holes due to the filmmakers' remarkable decision to only interview Hicks' loving family and friends.",male,"['Comedy', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9581}",0.9581
m/10012014-babies,Babies,MaryAnn Johanson,False,Fresh,Fresh,2010,"Oh, but this is a joyful film, a wonderfully charming portrait of what may be the most basic thing about being human: discovering that you're human in the first place.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9578}",0.9578
m/baraka,Baraka,Jennifer Tate,False,Fresh,Fresh,2012,"Breathtaking and serenely beautiful to watch, Baraka is still the visual delight it was twenty years ago, thanks to phenomenal photography, superb editing and a strapping score.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9571}",0.9571
m/america_the_beautiful_2008,America the Beautiful,Leba Hertz,True,Fresh,Fresh,2008,"In the documentary America the Beautiful, Roberts explores the cult of beauty in the United States and mostly succeeds in unmasking the flaws of fetishizing skin-deep beauty.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9552}",0.9552
m/1083326-les_miserables,Les Miserables,Charles Taylor,True,Certified-Fresh,Rotten,2000,"The movie's whole virtuous conception of Jean Valjean sticks in my craw. He's haunted and hunted, but he reeks of a reasoned, noble superiority that's a pretty sterile quality in the hero of an epic.",male,"['Drama', 'Special Interest']","{'neg': 0.043, 'neu': 0.568, 'pos': 0.389, 'compound': 0.9549}",0.9549
m/amy_2015,Amy,Clay Cane,False,Certified-Fresh,Fresh,2015,"We lost Amy four years ago next month. In 27 years, she, for better or for worse, became the jazz singers she worshiped, like Billie Holiday. The movie is a respectful homage to the late, great jazz diva and, thus far, the best doc of 2015.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.084, 'neu': 0.561, 'pos': 0.355, 'compound': 0.9545}",0.9545
m/americas_heart_and_soul,America's Heart and Soul,Kathy Cano Murillo,True,Rotten,Rotten,2004,"The snapshots can be heartwarming, but the film would be better suited for a Hallmark Channel special or, better, a Disneyland theme-park attraction.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9538}",0.9538
m/1190970-ghost_town,Ghost Town,Brandon Fibbs,False,Certified-Fresh,Fresh,2008,"Funny and heartwarming, this love letter to New York City's Upper East Side is refreshingly free of flashy special effects and paranormal gags.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9517}",0.9517
m/catfish,Catfish,Pam Grady,False,Certified-Fresh,Fresh,2010,"This is a film of warmth, humor, suspense and surprising grace, a crowd-pleaser for fans of personal docs, as well as anyone fascinated by the social and psychological ramifications of our increasingly virtual world, ensuring healthy box office numbers.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9517}",0.9517
m/blue_caprice_2013,Blue Caprice,Robert Roten,False,Certified-Fresh,Fresh,2013,This is a low-key film with a deliberate pace. It is dark and chilling in its atmosphere with danger lurking all along the way. It depicts two people on the outside looking in with anger and hunger and evil intent.,male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.335, 'neu': 0.665, 'pos': 0.0, 'compound': -0.9337}",-0.9337
m/burma-vj,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),Philip Martin,False,Certified-Fresh,Fresh,2010,"Mesmerizing, Oscar-nominated inside look into the 2007 uprising via the cameras of 30 or so underground videographers who risked torture and prison to record the chaotic events surrounding the rebellion of Buddhist monks against the repressive military",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.9349}",-0.9349
m/body_of_war,Body of War,Tricia Olszewski,False,Certified-Fresh,Fresh,2008,Body of War doesn't bombard you with statistics or parade talking heads to beat the dead-horse argument that the invasion is a tragedy fueled by bullshit. Its pull is more human.,female,"['Documentary', 'Special Interest']","{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.9393}",-0.9393
m/body_of_war,Body of War,Kyle Smith,True,Certified-Fresh,Rotten,2008,"Lazy, shallow and repetitive, Phil Donahue's Body of War is one of the most incompetent documentaries to emerge from the Iraq war.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.48, 'neu': 0.52, 'pos': 0.0, 'compound': -0.9402}",-0.9402
m/10008507-deep_water,Deep Water,Jamie Russell,True,Certified-Fresh,Fresh,2007,"Stories celebrating heroic journeys are commonplace, but this is a sobering, anti-heroic tale of an ordinary man who set out to attempt the extraordinary... and failed through a cruel combination of bad luck and bad judgement.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.381, 'neu': 0.464, 'pos': 0.154, 'compound': -0.9403}",-0.9403
m/10008992-meeting_resistance,Meeting Resistance,Cynthia Fuchs,False,Fresh,Fresh,2007,"Meeting Resistance argues that the failure of the war was set in its early days, when Iraqis felt alternately abandoned and threatened by Americans, and soon after, occupied.",female,"['Documentary', 'Special Interest']","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.9413}",-0.9413
m/blue_caprice_2013,Blue Caprice,Jason Bailey,False,Certified-Fresh,Fresh,2016,"This is a film that stubbornly refuses to sensationalize; it's not interested in how these men killed, or in exploiting and fetishizing those acts. Instead, it explores their humanity-which is revealed to be even more terrifying.",male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.349, 'neu': 0.651, 'pos': 0.0, 'compound': -0.9437}",-0.9437
m/1190970-ghost_town,Ghost Town,Gary Wolcott,False,Certified-Fresh,Rotten,2008,"Ghost Town is a non-horror ghost movie dressed up as a comedy...Instead of seeing people hacked to death in formula fashion, they're bored to death in the same style.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.9451}",-0.9451
m/bully_2012,Bully,Nicholas Bell,False,Certified-Fresh,Fresh,2019,"Bully isn't saying anything new, but it is asking us to look at the sickening reality of condoned bullying. But, as if from some Orwellian nightmare, those who need to see it most get no admittance.",male,"['Documentary', 'Special Interest']","{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.9457}",-0.9457
m/armadillo_2010,Armadillo,Shaun Munro,False,Certified-Fresh,Fresh,2011,"Metz cares not to moralise or cut the footage to assume any particular viewpoint, instead he merely conveys the confused mania of war, tragically capturing the anguish of the frustrated civilians caught between soldiers and the Taliban.",male,"['Documentary', 'Special Interest']","{'neg': 0.369, 'neu': 0.574, 'pos': 0.057, 'compound': -0.946}",-0.946
m/1127407-missing,The Missing,William Arnold,False,Rotten,Rotten,2003,"The Missing has to be one of the more brutal, repulsive and doggedly unpleasant Westerns ever made by a major studio -- so grim and depressing it's hard to imagine how anyone but a masochistic critic could stand to sit through it.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.946}",-0.946
m/11th_hour,The 11th Hour,Mark Dujsik,False,Fresh,Rotten,2007,"Its foretelling of gloom and doom almost make the entire idea of worrying about the global climate change crisis seem unnecessary, seeing as we're all apparently going to die by our own industrialized hands.",male,"['Documentary', 'Special Interest']","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.9493}",-0.9493
m/bowling_for_columbine,Bowling for Columbine,Terry Lawson,True,Certified-Fresh,Fresh,2002,"Bowling for Columbine would never be mistaken for even-handed, but it is at least a sincere attempt to find the source of this country's inability to curb gun violence and murder.",mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.393, 'neu': 0.5, 'pos': 0.106, 'compound': -0.9497}",-0.9497
m/1177165-in_debt_we_trust,In Debt We Trust,Prairie Miller,False,Fresh,Fresh,2007,"The film details and indicts the vast legalized fraud perpetrated by US financial businesses, and receiving an unregulated nod under the monolithic New World Order that has added debt slavery to wage slavery.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.9509}",-0.9509
m/1127407-missing,The Missing,Ty Burr,True,Rotten,Rotten,2003,"The Missing is well made, suspenseful, and superlatively acted for the most part, but its harshness never feels organic to the tale. What should be devastating is just terribly unpleasant.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.385, 'neu': 0.579, 'pos': 0.036, 'compound': -0.952}",-0.952
m/1038726-beethoven,Beethoven,Chris Hicks,False,Rotten,Rotten,2000,"The first half of the film is amusing, but when it turns to a distasteful subplot that has an evil veterinarian/scientist stealing pets for nasty experiments, it goes sour.",mostly_male,"['Comedy', 'Kids & Family', 'Special Interest']","{'neg': 0.384, 'neu': 0.573, 'pos': 0.043, 'compound': -0.9535}",-0.9535
m/chasing_madoff,Chasing Madoff,Doris Toumarkine,False,Rotten,Fresh,2011,"This gripping look at dogged but ignored Bernie Madoff whistleblower Harry Markopolos should fuel even more outrage against those charged with oversight who lazily, greedily overlooked what became one of history's biggest financial swindles.",female,"['Documentary', 'Special Interest']","{'neg': 0.395, 'neu': 0.605, 'pos': 0.0, 'compound': -0.9538}",-0.9538
m/8-the-mormon-proposition,8: The Mormon Proposition,Lisa Schwarzbaum,True,Fresh,Fresh,2010,[Cowan] expands his sad and furious homegrown film to record the misery of gay Mormons sometimes driven to suicide over being rejected by their church and families.,female,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.45, 'neu': 0.516, 'pos': 0.034, 'compound': -0.9578}",-0.9578
m/aileen_life_and_death_of_a_serial_killer,Aileen: Life and Death of a Serial Killer,Marc Mohan,False,Certified-Fresh,Fresh,2004,"Though unpleasant to watch, Life and Death of a Serial Killer presents a portrait of evil, betrayal and banality that's almost impossible to take your eyes off of.",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.9661}",-0.9661
m/blue_caprice_2013,Blue Caprice,David Harris,False,Certified-Fresh,Fresh,2019,"Richmond has few lines, but the young actor commands the screen with his simmering rage, making it entirely believable that this once scared boy could turn into a remorseless killer.",male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.9688}",-0.9688
