rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/avengers_endgame,Avengers: Endgame,Perri Nemiroff,False,Certified-Fresh,Fresh,2019,"Avengers: Endgame is a lot - sometimes too much. But, wow, the payoff is huge. It leaves you proud to have invested over a decade in a franchise that delivers an inspiring exploration of what it means to be family and a hero.",unknown,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9757}",0.9757
m/battle_for_terra_2009,Battle For Terra,Brian Orndorf,False,Rotten,Fresh,2009,"It may not possess the budget to overtake animation titans Pixar and Dreamworks, but Terra has a rich sense of purpose and intelligence, carried out by talented filmmakers and their clear adoration for the medium.",male,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9757}",0.9757
m/captain_marvel,Captain Marvel,Brandon Davis,False,Certified-Fresh,Fresh,2019,"In welcoming a female hero to the big screen as the centerpiece of her own film, Marvel Studios has an expansive and fun hit on its hands. Captain Marvel offers up a complex, heartfelt tale which will leave audiences feeling inspired and satisfied.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.02, 'neu': 0.529, 'pos': 0.451, 'compound': 0.9756}",0.9756
m/ant_man_and_the_wasp,Ant-Man and the Wasp,Rendy Jones,False,Certified-Fresh,Fresh,2018,"Offers little (no pun intended) to the entire large scope of the MCU, but as a self-contained fun summer blockbuster that only cares to have fun and for audiences to have a good time, it delivers.",unknown,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9753}",0.9753
m/1142872-sky_high,Sky High,James Rocchi,False,Fresh,Fresh,2005,"Disney's kid flick about a superhero high school isn't groundbreaking, but it is great family fun with a strong cast and a nice sense of entertainment.",male,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9749}",0.9749
m/1031086-ghost,Ghost,Film4 Staff,False,Certified-Fresh,Fresh,2013,"A perfect balance of laughs and tears, a sparklingly funny script and a clever fantasy about ghostly goings on make this a superior blockbuster romance.",unknown,"['Comedy', 'Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.048, 'neu': 0.331, 'pos': 0.621, 'compound': 0.9736}",0.9736
m/1019187-sleeping_beauty,Sleeping Beauty,Jeff Beck,False,Certified-Fresh,Fresh,2014,"Sleeping Beauty is a masterpiece that looks and sounds better than ever on Blu-ray, and with an outstanding selection of fascinating special features, this is a release that is easily labeled a must-own.",male,"['Animation', 'Classics', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.9732}",0.9732
m/beauty_and_the_beast_2017,Beauty and the Beast,Kirk Baird,False,Fresh,Fresh,2017,"The songs are still lovely. The story still timeless. And when Beauty and the Beast is good, it's joyful and fun. But even in its best moments, this remake only reminds you of why you fell in love with Disney's animated take on this tale to begin with.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.9718}",0.9718
m/black_panther_2018,Black Panther,Sheraz Farooqi,False,Certified-Fresh,Fresh,2018,"Impressive story, great actors, an amazing director and a powerful message culminate to create a truly beautiful experience",unknown,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.9716}",0.9716
m/1216923-franklyn,Franklyn,Matthew Turner,False,Rotten,Fresh,2009,"Franklyn is a flawed but nonetheless fascinating thriller that ultimately succeeds thanks to an ambitious script, inventive direction, engaging performances and a gripping finale.",male,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.9711}",0.9711
m/10009462-g_force,G-Force,Dustin Putman,False,Rotten,Rotten,2009,"The worst Walt Disney Pictures release in a decade. To describe this chaotic, charmless, pop culture-centric product as completely and utterly excruciating is almost too kind a criticism.",male,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.44, 'neu': 0.485, 'pos': 0.076, 'compound': -0.9434}",-0.9434
m/arq,ARQ,Molly Horan,False,Rotten,Rotten,2017,Watching a bad movie is never an enjoyable experience. But there's something particularly excruciating about watching a bad movie that keeps repeating the same thing every 10 minutes.,female,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.9441}",-0.9441
m/1190970-ghost_town,Ghost Town,Gary Wolcott,False,Certified-Fresh,Rotten,2008,"Ghost Town is a non-horror ghost movie dressed up as a comedy...Instead of seeing people hacked to death in formula fashion, they're bored to death in the same style.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.9451}",-0.9451
m/1208173-splice,Splice,Anton Bitel,False,Certified-Fresh,Fresh,2010,"Natali expertly recombines the body horror of a creature feature with the perverse dysfunction of a family tragedy, engendering a freaky new genre hybrid whose monstrosity is (mostly) human.",male,"['Horror', 'Science Fiction & Fantasy']","{'neg': 0.435, 'neu': 0.565, 'pos': 0.0, 'compound': -0.9451}",-0.9451
m/batman_v_superman_dawn_of_justice,Batman v Superman: Dawn of Justice,Alex Abad-Santos,False,Rotten,Rotten,2016,"Megaton fight scenes are the reason people will put up with bad dialogue or bad logic in a film, so it's an outright tragedy when Batman v Superman's showdowns become as boring as the rest of it.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.946}",-0.946
m/brightburn,Brightburn,Jonathan W. Hickman,False,Rotten,Rotten,2019,"Gratuitously violent and unpleasant, shock value alone fails to carry this horror hybrid.",male,"['Horror', 'Science Fiction & Fantasy']","{'neg': 0.691, 'neu': 0.221, 'pos': 0.088, 'compound': -0.9466}",-0.9466
m/battle_for_terra_2009,Battle For Terra,Kyle Smith,True,Rotten,Rotten,2009,"Aggressively ugly and intergalactically boring, the dismal sci-fi kiddie cartoon Battle for Terra is too weak to be shown anywhere except maybe on the next flight to Saturn.",mostly_female,"['Action & Adventure', 'Animation', 'Science Fiction & Fantasy']","{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.9468}",-0.9468
m/batman_v_superman_dawn_of_justice,Batman v Superman: Dawn of Justice,Tasha Robinson,False,Rotten,Rotten,2016,"That fight comes late in the game, and it's so grim, humorless, and vicious, it stops being thrilling early on. It isn't in the service of any of the themes the film has struggled to express, it's just a meat-headed, brutal throwdown.",female,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.362, 'neu': 0.583, 'pos': 0.055, 'compound': -0.947}",-0.947
m/10007985-happening,The Happening,Prairie Miller,False,Rotten,Rotten,2008,"A numbing polemical morality tale in dreary doomsday thriller clothing, this dull downer for all its mass panic attack high alert mode, may be more effective in unintentionally boring people to death.",unknown,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.466, 'neu': 0.395, 'pos': 0.138, 'compound': -0.9486}",-0.9486
m/ballistic_ecks_vs_sever,Ballistic: Ecks vs. Sever,Daniel Eagan,False,Rotten,Rotten,2002,"Its murky settings, contemptuous plotting and charmless characters add up to a film in which nothing counts more than death, preferably a spectacularly fiery death.",male,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.482, 'neu': 0.518, 'pos': 0.0, 'compound': -0.9498}",-0.9498
m/batman_v_superman_dawn_of_justice,Batman v Superman: Dawn of Justice,Jim Schembri,False,Rotten,Rotten,2016,"It's hard to imagine a big-budget film worse than Avengers Age of Ultron or even Gods of Egypt - there, it's been said - but Batman vs Superman has the dubious distinction of showing utter contempt for its audience and wearing that contempt on its sleeve.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.9509}",-0.9509
m/avengers_infinity_war,Avengers: Infinity War,Frank Swietek,False,Certified-Fresh,Rotten,2018,"Overstuffed but underwhelming, 'Infinity War' is burdened with too many characters, too many battles, and an ending that is meant to shock but is obviously a cheap trick.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.436, 'neu': 0.564, 'pos': 0.0, 'compound': -0.9517}",-0.9517
m/black_ops_2020,Black Ops,Anton Bitel,False,Fresh,Fresh,2019,"the concrete stairwell in Paton's film rings hollow with the questionable morality of war, as these highly trained yet haunted men and women are forced, step by bloody step, either to retrace and reiterate past sins or, somehow, to rectify them.",male,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.9543}",-0.9543
m/avengers_infinity_war,Avengers: Infinity War,John Urbancich,False,Certified-Fresh,Rotten,2018,"It's not exactly a crowded mess, but a tricky ending to this mad, mad, mad universe -- complete with all the requisite players -- will keep 'em coming back for more.",male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.403, 'neu': 0.56, 'pos': 0.036, 'compound': -0.9566}",-0.9566
m/batman_v_superman_dawn_of_justice,Batman v Superman: Dawn of Justice,Bill Goodykoontz,True,Rotten,Fresh,2016,Questions regarding violence and mayhem are drowned out by violence and mayhem. Such is the superhero life as directed by Zack Snyder. There is no problem that can't be solved with a cranium-rattling explosion or two.,male,"['Action & Adventure', 'Science Fiction & Fantasy']","{'neg': 0.393, 'neu': 0.607, 'pos': 0.0, 'compound': -0.9572}",-0.9572
m/10009460-the_road,The Road,Gary Wolcott,False,Certified-Fresh,Rotten,2010,"It's a grind. Each weary, rainy step is agony. Around every corner is more desolation. More destruction. More misery. On it goes until The Road finally hits a dead end.",male,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.9585}",-0.9585
m/1190660-over_my_dead_body,Over Her Dead Body,Peter Sobczynski,False,Rotten,Rotten,2008,"""Over Her Dead Body"" tells the story of an obnoxious and thoroughly unpleasant woman who dies in the first scene and still continues to annoy and aggravate. Unfortunately,it turns out that the film itself suffers from the same condition.",male,"['Comedy', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.9647}",-0.9647
m/byzantium_2012,Byzantium,Cath Clarke,True,Fresh,Rotten,2013,"What's really missing is the vampire's tragedy: that ache, the loss of feeling, the sense that in killing death, the essence of what it is to be human is destroyed.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.498, 'neu': 0.47, 'pos': 0.032, 'compound': -0.9712}",-0.9712
m/avengers_endgame,Avengers: Endgame,Tom Glasson,False,Certified-Fresh,Fresh,2019,"Where Infinity War was all bombast, Endgame offers reserve. Where Infinity War wrought intergalactic devastation and destruction, Endgame delivers intimacy and an examination of grief, loss and very private regret.",male,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.499, 'neu': 0.501, 'pos': 0.0, 'compound': -0.9715}",-0.9715
m/butterfly_effect,The Butterfly Effect,Maitland McDonagh,False,Rotten,Rotten,2004,"Deeply disturbing material -- murder, suicide, insanity, kiddie porn, animal abuse and more -- mixes uncomfortably with the film's time-travel conceit, which requires some serious suspension of disbelief.",unknown,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.9775}",-0.9775
