rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/akeelah_and_the_bee,Akeelah and the Bee,Willie Waffle,False,Certified-Fresh,Fresh,2006,"heartwarming feel good story about an underdog trying to overcome the odds and achieve fantastic victory, while also winning over an entire community inspired by her bravery. Yep, that sounds pretty good to me, too.",mostly_male,"['Drama', 'Kids & Family']","{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.9792}",0.9792
m/a_dogs_purpose,A Dog's Purpose,Francesca Rudkin,False,Rotten,Fresh,2017,"Yes, it's filled with schmaltzy moments and lines, but the canine stars are adorable, and dog lovers will enjoy this nice, gentle and slightly weird take on loving and losing a pet.",female,"['Comedy', 'Drama']","{'neg': 0.09, 'neu': 0.395, 'pos': 0.515, 'compound': 0.979}",0.979
m/12_strong,12 Strong,Andrea Thompson,False,Rotten,Rotten,2019,"12 Strong may not exactly be what we need, but it does seem to be what audiences desperately want. I just wish 12 Strong was brave enough to take a cue from the real-life heroes they're honoring and give us something better.",female,"['Action & Adventure', 'Drama']","{'neg': 0.054, 'neu': 0.489, 'pos': 0.457, 'compound': 0.9789}",0.9789
m/bandits,Bandits,Brian Webster,False,Fresh,Fresh,2001,"Great fun because it's smart and witty, perfectly paced, consistently funny, and blessed with three great characters.",male,"['Comedy', 'Drama']","{'neg': 0.0, 'neu': 0.284, 'pos': 0.716, 'compound': 0.9781}",0.9781
m/1211619-remember_me,Remember Me,James Rocchi,True,Rotten,Rotten,2010,"""Remember Me"" is only slightly more than forgettable, but its good intentions and good performances can't make up for a central romance that feels more rushed than real thanks to the triumph of casting and celebrity over chemistry and charm.",male,"['Drama', 'Romance']","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.978}",0.978
m/1202111-greatest,The Greatest,Sara Michelle Fetters,False,Rotten,Fresh,2010,"It is a potentially treacle-filled and melodramatic waste of time that thankfully is anything but, the film instead an emotionally charming winner that moved me to honestly earned tears I was beyond happy to be having the pleasure of shedding.",female,['Drama'],"{'neg': 0.07, 'neu': 0.495, 'pos': 0.435, 'compound': 0.978}",0.978
m/american_made_2017,American Made,Louise Keller,False,Certified-Fresh,Fresh,2017,"Superb storytelling, tense action, wonderful use of music, a lively sense of fun and Tom Cruise at his very best in a tale that is - well - extraordinary. In short, it's great entertainment.",female,"['Action & Adventure', 'Drama', 'Mystery & Suspense']","{'neg': 0.047, 'neu': 0.413, 'pos': 0.54, 'compound': 0.9778}",0.9778
m/begin_again_2013,Begin Again,Alissa Wilkinson,False,Certified-Fresh,Fresh,2016,"Begin Again is the best sort of summer movie, with great performances and a solid core. It's clearly a work that comes from love shared by people who enjoyed making it, and that makes it fun for us to watch out in the audience, too.",female,"['Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9771}",0.9771
m/42_2013,42,Jim Vejvoda,False,Certified-Fresh,Fresh,2014,"42 is a solid crowd-pleaser about courage, endurance, justice and tolerance, but also about love: Robinson's love for his wife, the bromance between Robinson and Rickey, and their love for the game of baseball.",male,['Drama'],"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9766}",0.9766
m/byzantium_2012,Byzantium,Bernard Boo,False,Fresh,Fresh,2019,"What resonates most about Byzantium aren't its flaws, but its truly remarkable strengths-the themes of identity and trust; the richly textured, alluring imagery; the brilliantly acted relationships.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.9765}",0.9765
m/a_touch_of_sin,A Touch of Sin,Richard Brody,True,Certified-Fresh,Fresh,2013,"In Jia's methodically furious vision, the ambient violence of unchecked power erupts among the insulted and injured with a horrific yet liberating sense of destruction and self-destruction.",male,['Drama'],"{'neg': 0.51, 'neu': 0.443, 'pos': 0.047, 'compound': -0.9678}",-0.9678
m/blue_caprice_2013,Blue Caprice,David Harris,False,Certified-Fresh,Fresh,2019,"Richmond has few lines, but the young actor commands the screen with his simmering rage, making it entirely believable that this once scared boy could turn into a remorseless killer.",male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.434, 'neu': 0.566, 'pos': 0.0, 'compound': -0.9688}",-0.9688
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,Matthew Pejkovic,False,Certified-Fresh,Fresh,2010,"Before the Devil Knows You're Dead is an immensely disturbing and tragic morality tale, which focuses on the consequences and repercussions of a sinister act driven by greed.",male,"['Drama', 'Mystery & Suspense']","{'neg': 0.507, 'neu': 0.493, 'pos': 0.0, 'compound': -0.9705}",-0.9705
m/catwoman,Catwoman,Matthew Turner,False,Rotten,Rotten,2004,"Badly directed, horribly scripted, dismal mess of a film that is every bit as bad as you've heard. Poor, poor Halle Berry.",male,"['Action & Adventure', 'Drama']","{'neg': 0.619, 'neu': 0.381, 'pos': 0.0, 'compound': -0.9709}",-0.9709
m/a_tale_of_two_sisters,A Tale of Two Sisters,Ken Fox,False,Certified-Fresh,Fresh,2004,"Like a fairy tale set in a haunted house, this terrifying psychological horror yarn from Korea preys upon deep-rooted fears of adolescence, insanity and evil stepparents while scaring the bejabbers out of us.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.488, 'neu': 0.462, 'pos': 0.05, 'compound': -0.9712}",-0.9712
m/byzantium_2012,Byzantium,Cath Clarke,True,Fresh,Rotten,2013,"What's really missing is the vampire's tragedy: that ache, the loss of feeling, the sense that in killing death, the essence of what it is to be human is destroyed.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.498, 'neu': 0.47, 'pos': 0.032, 'compound': -0.9712}",-0.9712
m/avengers_endgame,Avengers: Endgame,Tom Glasson,False,Certified-Fresh,Fresh,2019,"Where Infinity War was all bombast, Endgame offers reserve. Where Infinity War wrought intergalactic devastation and destruction, Endgame delivers intimacy and an examination of grief, loss and very private regret.",male,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']","{'neg': 0.499, 'neu': 0.501, 'pos': 0.0, 'compound': -0.9715}",-0.9715
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,James Kendrick,False,Certified-Fresh,Fresh,2008,"Sometimes it feels like too much, but then again, Before the Devil Knows You're Dead is an exercise in piling it on, with each plot twist all but guaranteeing the absolute damnation of its struggling characters,",male,"['Drama', 'Mystery & Suspense']","{'neg': 0.387, 'neu': 0.581, 'pos': 0.033, 'compound': -0.9716}",-0.9716
m/a-wedding-for-bella,A Wedding for Bella,Steve Rhodes,False,Rotten,Rotten,2003,Bella is the picture of health with boundless energy until a few days before she dies. This is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer.,male,"['Comedy', 'Drama', 'Romance']","{'neg': 0.422, 'neu': 0.541, 'pos': 0.037, 'compound': -0.9721}",-0.9721
m/300_rise_of_an_empire,300: Rise of an Empire,Ed Whitfield,False,Rotten,Fresh,2014,Uncomplicated fare for those who yearn for a time when men were prisoners of their masculinity and expected to kill as a consequence and women were brutalised by rape and the murder of family members into being as psychotic as their male counterparts.,male,"['Action & Adventure', 'Drama']","{'neg': 0.372, 'neu': 0.628, 'pos': 0.0, 'compound': -0.9729}",-0.9729
m/1113638-murder_by_numbers,Murder by Numbers,Debbie Lynn Elias,False,Rotten,Rotten,2019,"This is a film about obsession - obsession with getting away with murder - obsession with solving a murder - obsession with showing how to elude capture in a murder. Sadly, the audience won't be obsessed with watching it.",female,"['Drama', 'Mystery & Suspense']","{'neg': 0.496, 'neu': 0.431, 'pos': 0.073, 'compound': -0.9738}",-0.9738
m/10009526-public_enemies,Public Enemies,Linda Cook,False,Fresh,Fresh,2009,"John Dillinger was a violent man who died a violent death.In 'Public Enemies,' we learn the story of how he evaded the FBI %u2013 even escaping from prison - to become a nationally known bank robber and Public Enemy No. 1.",female,"['Action & Adventure', 'Drama']","{'neg': 0.443, 'neu': 0.535, 'pos': 0.022, 'compound': -0.9744}",-0.9744
m/american_sniper,American Sniper,David Denby,True,Certified-Fresh,Fresh,2014,"Both a devastating war movie and a devastating antiwar movie, a subdued celebration of a warrior's skill and a sorrowful lament over his alienation and misery.",male,"['Action & Adventure', 'Drama']","{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.9764}",-0.9764
m/10008606-eye,The Eye,Alonso Duralde,False,Rotten,Rotten,2008,"What's worse than a bad American remake of a terrifying Asian horror movie? Why, a bad American remake of a crappy Asian horror movie, of course.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.9771}",-0.9771
m/butterfly_effect,The Butterfly Effect,Maitland McDonagh,False,Rotten,Rotten,2004,"Deeply disturbing material -- murder, suicide, insanity, kiddie porn, animal abuse and more -- mixes uncomfortably with the film's time-travel conceit, which requires some serious suspension of disbelief.",unknown,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.543, 'neu': 0.457, 'pos': 0.0, 'compound': -0.9775}",-0.9775
m/1205377-last_house_on_the_left,The Last House on the Left,Owen Gleiberman,True,Rotten,Rotten,2009,"This remake is merely vile (and dull), with a badly miscast Tony Goldwyn as the raging dad who makes revenge for his daughter's violation look more gratuitously brutal than the crime.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.522, 'neu': 0.478, 'pos': 0.0, 'compound': -0.9778}",-0.9778
m/bloody_marie,Bloody Marie,Noel Murray,True,Fresh,Fresh,2019,"But even at its most pulse-pounding, ""Bloody Marie"" remains locked on its sympathetically pathetic protagonist, as she hops across rooftops and slithers through windows, all the while muttering to herself, ""Stupid drunk, stupid drunk ...""",male,"['Action & Adventure', 'Drama']","{'neg': 0.46, 'neu': 0.54, 'pos': 0.0, 'compound': -0.9793}",-0.9793
m/before_the_devil_knows_youre_dead,Before the Devil Knows You're Dead,Shawn Levy,False,Certified-Fresh,Fresh,2007,"Emotionally brutal, ferociously acted, crafted with unflagging expertise and relentlessly locked in its vision of human darkness, Before the Devil Knows You're Dead is as grim and despairing as any tragedy by Sophocles or Shakespeare.",mostly_male,"['Drama', 'Mystery & Suspense']","{'neg': 0.503, 'neu': 0.462, 'pos': 0.036, 'compound': -0.9805}",-0.9805
m/1211619-remember_me,Remember Me,Willie Waffle,False,Rotten,Fresh,2010,I hate the ending. I hate it. I hate it. I hate it. I hate it more than Kim Basinger hates Alec Baldwin. I hate more than Garfield hates Mondays.,mostly_male,"['Drama', 'Romance']","{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.9818}",-0.9818
m/american_animals,American Animals,Roe McDermott,False,Certified-Fresh,Fresh,2018,"But as the men learn, violent crime isn't fun, or glamorous - it's terrifying and anxiety-laden and ultimately, doomed. But my god, is it fun to watch.",unknown,"['Comedy', 'Drama', 'Mystery & Suspense']","{'neg': 0.605, 'neu': 0.344, 'pos': 0.051, 'compound': -0.9861}",-0.9861
