rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/alive_inside,Alive Inside,David Hiltbrand,True,Certified-Fresh,Fresh,2014,"Alive Inside is a small but vibrant miracle. The documentary finds hope and joy in one of our nation's bleakest settings, nursing homes.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9707}",0.9707
m/beauty_and_the_beast_2017,Beauty and the Beast,Michael Smith,False,Fresh,Fresh,2017,"Very solid and safe, but still sure to charm audiences of all ages, like those kids who fell in love with this story more than 25 years ago and who now will treat their own children.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9706}",0.9706
m/beauty_and_the_beast_2017,Beauty and the Beast,Craig Mathieson,False,Fresh,Rotten,2017,"The love in this Beauty and the Beast resides in the audience's affection for the 1991 soundtrack, which stars with nostalgic durability. For a film about finding freedom through devotion to an unlikely other, this has all the passion of a straitjacket.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9705}",0.9705
m/beauty_and_the_beast_1991,Beauty and the Beast,Steven D. Greydanus,False,Certified-Fresh,Fresh,2010,"At the intersection of great animated films, great filmed stage musicals, and great fairy-tale romances, Disney's Beauty and the Beast stands alone ... the quintessential Disney masterpiece.",male,"['Animation', 'Drama', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.045, 'neu': 0.449, 'pos': 0.506, 'compound': 0.9702}",0.9702
m/begin_again_2013,Begin Again,MaryAnn Johanson,False,Certified-Fresh,Fresh,2014,"A hugely satisfying ode to entrepreneurial creativity, and a glorious love letter to New York City and the art it inspires. I love this movie so much.",unknown,"['Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9698}",0.9698
m/1196003-princess_and_the_frog,The Princess and the Frog,Tom Huddleston,True,Certified-Fresh,Fresh,2010,"Randy Newman's songs are a little too blandly Randy Newman-ish and the story is uneven, but there are some great characters, some even better jokes, a general sense of good humour and that entrancing, eye-ravishing old-school animation.",male,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9682}",0.9682
m/amazing_grace_2018,Amazing Grace,Sean P. Means,False,Certified-Fresh,Fresh,2019,"""Amazing Grace"" serves as a testament to the power of Aretha Franklin's talent, the strength of her faith, and the love of the community who supported her.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.9678}",0.9678
m/beauty_and_the_beast_1991,Beauty and the Beast,William Arnold,False,Certified-Fresh,Fresh,2002,"The classic story of a bewitched prince who can only be saved by true love works as a wonderful genre romance, and the characters are uniformly imaginative and charming.",male,"['Animation', 'Drama', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.501, 'pos': 0.499, 'compound': 0.9678}",0.9678
m/cadillac_records,Cadillac Records,Cosmo Landesman,True,Fresh,Fresh,2009,"The music is good, the suits are sharp, but it's the outstanding performances that wow. Walker is electrifying as Howlin' Wolf and Beyoncé - playing Etta James - has never been so sultry and sexy.",male,"['Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.9676}",0.9676
m/beauty_and_the_beast_2017,Beauty and the Beast,A.O. Scott,True,Fresh,Fresh,2017,"Its classicism feels unforced and fresh. Its romance neither winks nor panders. It looks good, moves gracefully and leaves a clean and invigorating aftertaste. I almost didn't recognize the flavor: I think the name for it is joy.",unknown,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9674}",0.9674
m/burlesque,Burlesque,Betty Jo Tucker,False,Rotten,Fresh,2010,"An entertaining showcase for Christina Aguilera's amazing vocal talent. Plus glitzy showgirl routines liven things up with sexy, amusing, energetic fun.",female,"['Drama', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.967}",0.967
m/big_star_nothing_can_hurt_me,Big Star: Nothing Can Hurt Me,John Beifuss,False,Fresh,Fresh,2012,"A true passion project: A movie that is both a smart, definitive documentary and the ultimate love letter to its subject, the 1970s Memphis power pop band that proved vastly more popular and influential after its dissolution than when it was active.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9668}",0.9668
m/1041070-hallelujah,Hallelujah,John E. Prowd,False,Fresh,Fresh,2019,It is good! And Mr. King Vidor and the M. G. M. Studios are to be commended for their courage in affording BLACK TALENT an opportunity to portray its ability before a misinformed public in HALLELUJAH!,male,"['Classics', 'Drama', 'Musical & Performing Arts']","{'neg': 0.049, 'neu': 0.514, 'pos': 0.437, 'compound': 0.9655}",0.9655
m/beauty_and_the_beast_2017,Beauty and the Beast,James Plath,False,Fresh,Fresh,2018,"Our family watched Beauty and the Beast separately . . . but we all had the same reaction: We loved it. Disney excels in creating movie worlds, and to create this one they decided against straight live-action and incorporated 1700 visual effects.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.619, 'pos': 0.381, 'compound': 0.9652}",0.9652
m/beauty_and_the_beast_1991,Beauty and the Beast,Jeff Beck,False,Certified-Fresh,Fresh,2016,"Beauty and the Beast remains one of Disney's very best animated masterpieces. Featuring a timeless story, memorable characters, and beautiful music, it's an unforgettable film that has been admired by millions of fans for the last 25 years.",male,"['Animation', 'Drama', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.624, 'pos': 0.376, 'compound': 0.965}",0.965
m/beatles_a_hard_days_night,A Hard Day's Night,Margaret A. McGurk,False,Certified-Fresh,Fresh,2002,A love letter to innocence and euphoria and the sheer lifting joy of great pop music.,female,"['Classics', 'Comedy', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9638}",0.9638
m/20_feet_from_stardom,20 Feet From Stardom,Paul Whitington,False,Certified-Fresh,Fresh,2014,"Morgan Neville's hugely enjoyable, Oscar-winning documentary celebrates the unsung heroes who helped make some of popular music's most celebrated songs and albums special.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9622}",0.9622
m/camp,Camp,James Rocchi,False,Fresh,Fresh,2003,"Bold, brilliant musical film about musical theatre is a hilarious, heartfelt tribute to teen talent that'll bring you to your feet -- and is one of 2003's best films.",male,"['Comedy', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.9618}",0.9618
m/air_guitar_nation,Air Guitar Nation,Jan Stuart,True,Certified-Fresh,Fresh,2007,"A favorite on the film festival circuit, Alexandra Lipsitz's exuberantly funny documentary follows the triumphant path of an American air guitarist as he rises from U.S. East Coast champ to the top rankings of the international air guitar festival.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.9618}",0.9618
m/24_hour_party_people,24 Hour Party People,Mark Adams,True,Certified-Fresh,Fresh,2002,"Thanks to an excellent script from Frank Cottrell Boyce, brilliant cinematography by the legendary Robby Muller and intelligent direction by Winterbottom, the film is constantly amusing and fascinating.",male,"['Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9612}",0.9612
m/20_feet_from_stardom,20 Feet From Stardom,Owen Gleiberman,True,Certified-Fresh,Fresh,2013,"As long as you're hearing the singing and stories of Lisa Fischer, Merry Clayton, and the great Darlene Love, you can bliss out on their passion.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.9612}",0.9612
m/amadeus,Amadeus,Annette Cardwell,False,Certified-Fresh,Fresh,2002,"One of those magical and rare films with a nearly perfect mixture of beautiful writing, glorious music, elegant cinematography, remarkable acting, dazzling art direction, and an engrossing story.",female,"['Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.9612}",0.9612
m/beach_blanket_bingo,Beach Blanket Bingo,David Cornelius,False,Fresh,Fresh,2013,"Bingo never slows down, never misses a beat, never stops being anything but great, great fun.",male,"['Classics', 'Comedy', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.9601}",0.9601
m/ballet_422,Ballet 422,Stephanie Merry,True,Certified-Fresh,Fresh,2015,"For fans of dance, ""Ballet 422"" will produce plenty of pleasures. But as with great ballet, great movies always benefit from a little drama.",female,"['Documentary', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.9598}",0.9598
m/basmati_blues,Basmati Blues,Charlotte Harrison,False,Rotten,Rotten,2020,I love Brie Larson. I love Donald Sutherland. I love musicals. I quite like rice. I don't like Basmati Blues.,female,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.355, 'pos': 0.645, 'compound': 0.9595}",0.9595
m/1196003-princess_and_the_frog,The Princess and the Frog,Brandy McDonnell,False,Certified-Fresh,Fresh,2018,"More importantly, the film stars the best Disney princess to date. Tiana is kind, determined, talented, hardworking and not at all inclined to sit around waiting for a prince to rescue her.",mostly_female,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9595}",0.9595
m/begin_again_2013,Begin Again,Aine O'Connor,False,Certified-Fresh,Fresh,2014,"All round, it is more contrived and self-aware in order to make certain redemptions seem richer, but there are some clever scenes, and it is a nice, uplifting, tuneful, often funny and enjoyable film.",mostly_female,"['Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.9593}",0.9593
m/1215016-anita_oday_the_life_of_a_jazz_singer,Anita O'Day: The Life of a Jazz Singer,Louis Proyect,False,Fresh,Fresh,2008,Superb study of one of America's greatest jazz singers who lived to perform. The movie is a labor of love co-directed by her manager from the last 6 years of his life and a reminder that movies come alive when there is passion rather than money in the dri,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.959}",0.959
m/afghan_star,Afghan Star,Patrick Z. McGavin,False,Certified-Fresh,Fresh,2009,"Not a radical act of film-making and visually, it is far from an inspired piece of work - but it's a great example of a film where the strong content rules supreme.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.959}",0.959
m/1152276-rent,Rent,Richard Roeper,True,Rotten,Fresh,2005,"The film captures the beautiful spirit and the raw energy of Larson's play, and it respects the wonderful, gorgeous, life-affirming music.",male,"['Comedy', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.411, 'pos': 0.589, 'compound': 0.959}",0.959
m/amadeus,Amadeus,Brad Laidman,False,Certified-Fresh,Fresh,2002,"Hulce's goofy performance is pretty fun to watch in and of itself. He is out for sheer partying and joy like the hardest living Rock Star, a dandy fop with a silly laugh and an ego to match.",male,"['Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.959}",0.959
m/1016213-peter_pan,Peter Pan,Jeff Beck,False,Fresh,Fresh,2018,"Peter Pan may not have the distinction of being one of the more memorable films in the library of Disney animated classics, but with its exciting adventure story, fun characters, and beautiful animation, it remains a classic nonetheless.",male,"['Animation', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9587}",0.9587
m/amazing_grace_2018,Amazing Grace,Steve Newall,False,Certified-Fresh,Fresh,2019,Amazing performance. Amazing setting. Amazing footage. Amazing Grace puts you right in the room with Aretha Franklin...,male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9584}",0.9584
m/american-the-bill-hicks-story,American: The Bill Hicks Story,Frank Lovece,False,Certified-Fresh,Rotten,2011,"Hagiographic documentary of the late standup comic, with great visual style but gaping narrative and thematic holes due to the filmmakers' remarkable decision to only interview Hicks' loving family and friends.",male,"['Comedy', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9581}",0.9581
m/beauty_and_the_beast_2017,Beauty and the Beast,Chris Nashawaty,True,Fresh,Fresh,2017,"With her doe eyes, sunny smile, and the smattering of freckles across the bridge of her nose, Watson is a made-to-order Disney heroine. There is an innocence and intelligence to her that fits the character perfectly. She also, it turns out, can sing.",mostly_male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9578}",0.9578
m/bran-nue-day,Bran Nue Dae,Frank Wilkins,False,Rotten,Fresh,2010,Doesn't hit on all cylinders but features some great original ideas and a bunch of catchy song and dance numbers sure to delight audiences of all ages.,male,"['Comedy', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9578}",0.9578
m/1195796-viva,Viva,Staci Layne Wilson,False,Fresh,Fresh,2008,"If you love the '70s, and especially if you're a fan of sexploitation comedies like The Happy Hooker or today's me-generation throwbacks like CBS's Swingtown, then you absolutely cannot miss seeing Viva.",mostly_female,"['Art House & International', 'Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.9577}",0.9577
m/across_the_universe,Across the Universe,Urban Cinefile Critics,False,Rotten,Fresh,2007,"Julie Taymor's adventure in Beatle-land is a huge success, ripping the songs that defined a generation and its (dashed) hopes for peace in a microcosm of a love story",male,"['Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9571}",0.9571
m/beauty_and_the_beast_2017,Beauty and the Beast,Rachit Gupta,False,Fresh,Fresh,2017,Beauty & The Beast is every bit as good and joyous as its original inspiration. A must watch for sure.,unknown,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.9571}",0.9571
m/1128345-company,The Company,Glenn Whipp,False,Fresh,Fresh,2003,"The film's glories are small and sweet, best appreciated by those with a love for dance and this movie's director.",male,"['Art House & International', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.9571}",0.9571
m/beauty_and_the_beast_2017,Beauty and the Beast,Louise Keller,False,Fresh,Fresh,2017,"It's simply enchanting. A wonderful music score, dazzling magical effects, scrumptious humour and a great cast make this classic fairy tale a winner.",female,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9571}",0.9571
m/beauty_and_the_beast_2017,Beauty and the Beast,Matthew Lucas,False,Fresh,Rotten,2019,"All the ingredients are there, but it somehow misses that certain spark, that perfect storm of talent, that gave such beautiful life to its predecessor.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.058, 'neu': 0.47, 'pos': 0.472, 'compound': 0.9568}",0.9568
m/amazing_grace_2018,Amazing Grace,Tom Santilli,False,Certified-Fresh,Fresh,2019,"Amazing Grace perfectly captures a moment in time that will never be duplicated, highlighted by a singular talent who truly was touched by God.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.462, 'pos': 0.538, 'compound': 0.9559}",0.9559
m/broadway_melody,The Broadway Melody,Scott Nash,False,Rotten,Rotten,2005,Without taking the historical context into account it would be impossible to imagine that it won the Best Picture award. It surely must be the most frivolous film to ever hold that honor.,male,"['Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9552}",0.9552
m/american_in_paris,An American in Paris,Josh Gilchrist,False,Certified-Fresh,Fresh,2002,"It's not hard to see why this is one of the most beloved musicals. They refuse to make movies like this anymore - movies that are full of music, beauty and grandeur, movies that make you smile, laugh, sing and maybe even attempt to dance along.",male,"['Classics', 'Musical & Performing Arts', 'Romance']","{'neg': 0.037, 'neu': 0.618, 'pos': 0.345, 'compound': 0.9551}",0.9551
m/amy_2015,Amy,Clay Cane,False,Certified-Fresh,Fresh,2015,"We lost Amy four years ago next month. In 27 years, she, for better or for worse, became the jazz singers she worshiped, like Billie Holiday. The movie is a respectful homage to the late, great jazz diva and, thus far, the best doc of 2015.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.084, 'neu': 0.561, 'pos': 0.355, 'compound': 0.9545}",0.9545
m/1196003-princess_and_the_frog,The Princess and the Frog,Christopher Tookey,False,Certified-Fresh,Fresh,2010,"The Princess And The Frog isn't perfect, but it is highly entertaining. Its charming, feelgood escapism will amuse young and old alike. It has a witty take on the old fairy tale, lively characters and colourful visuals.",male,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.04, 'neu': 0.616, 'pos': 0.344, 'compound': 0.9537}",0.9537
m/beauty_and_the_beast_2017,Beauty and the Beast,Kevin A. Ranson,False,Fresh,Fresh,2017,"The only believable reason this classic was remade was for love of money, but it does look fantastic doing it... the original animated film is still your best bet.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.9535}",0.9535
m/beauty_and_the_beast_2017,Beauty and the Beast,Alex Abad-Santos,False,Fresh,Fresh,2017,"What they've created is a loving homage to a classic, but also a new chapter that really embodies the spirit of the story's heroine and what we love so much about that story.",male,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9534}",0.9534
m/beauty_and_the_beast_2017,Beauty and the Beast,Laura DeMarco,False,Fresh,Fresh,2017,"[Condon] doesn't try to update or alter the classic tale. Instead, he hews close to the Disney original but makes it larger than life -- more sumptuous, more beautiful, more romantic, more extravagant and yes, darker.",female,"['Drama', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9529}",0.9529
m/1196003-princess_and_the_frog,The Princess and the Frog,Mary Elizabeth Williams,True,Certified-Fresh,Fresh,2009,"The sweetest, most sincere romantic comedy to come along in ages, and a luminous love letter to a great American city.",mostly_female,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9519}",0.9519
m/amazing_grace_2018,Amazing Grace,Anastasia Tsioulcas,True,Certified-Fresh,Fresh,2018,"As a document of an iconic musician's skills, the film is essential. But Amazing Grace is far more than that: Watching it is a transcendent, spine-tingling, uplifting, utterly joyous experience.",female,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9516}",0.9516
m/anna_and_the_apocalypse,Anna and the Apocalypse,Katie Walsh,True,Certified-Fresh,Fresh,2018,"""Anna and the Apocalypse"" draws from generic formulas but feels completely fresh. It's a blast, and the perfect antidote to sickly sweet holiday fare - this one's got some bite.",female,"['Comedy', 'Horror', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9516}",0.9516
m/1196003-princess_and_the_frog,The Princess and the Frog,Avi Offer,False,Certified-Fresh,Fresh,2009,"A thoroughly fun, magical, thrilling and captivating adventure filled with stunning animation, a lively soundtrack, a big heart and plenty of laughs for everyone both young and old.",male,"['Animation', 'Comedy', 'Kids & Family', 'Musical & Performing Arts', 'Science Fiction & Fantasy', 'Romance']","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9513}",0.9513
m/1019831-star_is_born,A Star is Born,Jean Hoelscher,True,Rotten,Fresh,2018,"Barbra Streisand's fantastic singing voice shows to the best advantage her incredible talent. The movie falls short of greatness, but it compares more than favorably not only with the usual concert film but also with the current love stories on film.",male,"['Drama', 'Musical & Performing Arts', 'Romance']","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.951}",0.951
m/black_nativity,Black Nativity,Rick Bentley,False,Rotten,Fresh,2013,Seeing Black Nativity is like an early Christmas gift. The best thing that to say about this powerful story brought to life by a first-rate cast is hallelujah.,male,"['Drama', 'Musical & Performing Arts', 'Faith & Spirituality']","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9505}",0.9505
m/camp,Camp,Jon Popick,False,Fresh,Rotten,2003,A sometimes witty but unnecessarily long comedy that does for musicals and the people who love them what Best In Show did for dog fanatics.,male,"['Comedy', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.9505}",0.9505
m/block_party,Dave Chappelle's Block Party,Steven Snyder,False,Certified-Fresh,Fresh,2006,"No, it's not Shakespeare, it's not Citizen Kane, but when a movie is this funny, addictive, affectionate, energetic, uplifting and aware of the world and its people and their hearts, it is just as much a triumph.",male,"['Comedy', 'Documentary', 'Musical & Performing Arts']","{'neg': 0.033, 'neu': 0.625, 'pos': 0.342, 'compound': 0.9502}",0.9502
m/1151946-festival,Festival,Michael Ferraro,False,Fresh,Fresh,2006,Festival is like the Nashville of the fringe scene; a multi-character exercise that shows writer/director Annie Griffin's wonderful ability to juggle a large cast with an enjoyable story and constant laughs.,male,"['Comedy', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9501}",0.9501
m/beatles_a_hard_days_night,A Hard Day's Night,Bob McCabe,False,Certified-Fresh,Fresh,2001,"Great band, great music, great film. Not only that, it remains a fascinating portrait of Britain on the cusp of change.",male,"['Classics', 'Comedy', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9501}",0.9501
m/amazing_grace_2018,Amazing Grace,Asher Luberto,False,Certified-Fresh,Fresh,2019,This isn't so much a product of great filmmaking as much as it is product of a great subject. All Pollack had to do was be there. The good news is that he didn't miss a beat. And neither should you. This glorious time capsule is the stuff of miracles.,male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9497}",0.9497
m/20_feet_from_stardom,20 Feet From Stardom,William Goss,True,Certified-Fresh,Fresh,2013,"Between the welcome anecdotes, the wealth of archival footage, the well-polished production values and an inevitably remarkable soundtrack spanning the greatest decades of American rock and soul, Stardom mostly hits the right notes.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.626, 'pos': 0.374, 'compound': 0.9493}",0.9493
