rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/blindsight,Blindsight,Jeff Vice,False,Certified-Fresh,Fresh,2008,It's doubtful whether even a dream team of Hollywood's best and brightest creative minds could have come up with a tale that's more fascinating or more inspirational than Blindsight.,male,"['Action & Adventure', 'Documentary', 'Special Interest']","{'neg': 0.056, 'neu': 0.466, 'pos': 0.478, 'compound': 0.9589}",0.9589
m/american-the-bill-hicks-story,American: The Bill Hicks Story,Frank Lovece,False,Certified-Fresh,Rotten,2011,"Hagiographic documentary of the late standup comic, with great visual style but gaping narrative and thematic holes due to the filmmakers' remarkable decision to only interview Hicks' loving family and friends.",male,"['Comedy', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9581}",0.9581
m/10012014-babies,Babies,MaryAnn Johanson,False,Fresh,Fresh,2010,"Oh, but this is a joyful film, a wonderfully charming portrait of what may be the most basic thing about being human: discovering that you're human in the first place.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.9578}",0.9578
m/baraka,Baraka,Jennifer Tate,False,Fresh,Fresh,2012,"Breathtaking and serenely beautiful to watch, Baraka is still the visual delight it was twenty years ago, thanks to phenomenal photography, superb editing and a strapping score.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.9571}",0.9571
m/america_the_beautiful_2008,America the Beautiful,Leba Hertz,True,Fresh,Fresh,2008,"In the documentary America the Beautiful, Roberts explores the cult of beauty in the United States and mostly succeeds in unmasking the flaws of fetishizing skin-deep beauty.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9552}",0.9552
m/1083326-les_miserables,Les Miserables,Charles Taylor,True,Certified-Fresh,Rotten,2000,"The movie's whole virtuous conception of Jean Valjean sticks in my craw. He's haunted and hunted, but he reeks of a reasoned, noble superiority that's a pretty sterile quality in the hero of an epic.",male,"['Drama', 'Special Interest']","{'neg': 0.043, 'neu': 0.568, 'pos': 0.389, 'compound': 0.9549}",0.9549
m/amy_2015,Amy,Clay Cane,False,Certified-Fresh,Fresh,2015,"We lost Amy four years ago next month. In 27 years, she, for better or for worse, became the jazz singers she worshiped, like Billie Holiday. The movie is a respectful homage to the late, great jazz diva and, thus far, the best doc of 2015.",male,"['Art House & International', 'Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.084, 'neu': 0.561, 'pos': 0.355, 'compound': 0.9545}",0.9545
m/americas_heart_and_soul,America's Heart and Soul,Kathy Cano Murillo,True,Rotten,Rotten,2004,"The snapshots can be heartwarming, but the film would be better suited for a Hallmark Channel special or, better, a Disneyland theme-park attraction.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9538}",0.9538
m/1190970-ghost_town,Ghost Town,Brandon Fibbs,False,Certified-Fresh,Fresh,2008,"Funny and heartwarming, this love letter to New York City's Upper East Side is refreshingly free of flashy special effects and paranormal gags.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.9517}",0.9517
m/catfish,Catfish,Pam Grady,False,Certified-Fresh,Fresh,2010,"This is a film of warmth, humor, suspense and surprising grace, a crowd-pleaser for fans of personal docs, as well as anyone fascinated by the social and psychological ramifications of our increasingly virtual world, ensuring healthy box office numbers.",female,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.9517}",0.9517
m/aristocrats,The Aristocrats,Jim Slotek,False,Certified-Fresh,Fresh,2005,"You may come out feeling numb, but if you care about comedy at all, you'll come out with a much better idea about what it's like to be with your favourite comedians when they're off the meter.",male,"['Comedy', 'Documentary', 'Special Interest']","{'neg': 0.034, 'neu': 0.587, 'pos': 0.379, 'compound': 0.9517}",0.9517
m/bettie_page_reveals_all,Bettie Page Reveals All,Sheila O'Malley,True,Fresh,Fresh,2013,"She is an engaging guide, humorous and honest, cynical and wise, with that same sense of innocent joy in her own fame that translated into in photos.",female,"['Documentary', 'Special Interest']","{'neg': 0.062, 'neu': 0.451, 'pos': 0.487, 'compound': 0.9509}",0.9509
m/1195800-my_winnipeg,My Winnipeg,Sean Axmaker,False,Certified-Fresh,Fresh,2008,"It's a twisted but beautiful love letter to a city, not factually correct but emotionally true. At least for [director Guy] Maddin.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9505}",0.9505
m/calendar_girls,Calendar Girls,James Sanford,False,Certified-Fresh,Fresh,2003,"It's great to see the typically imposing Mirren portray someone so carefree and flip, while the usually zany Walters successfully plays a calmer, more thoughtful character.",male,"['Comedy', 'Special Interest']","{'neg': 0.037, 'neu': 0.479, 'pos': 0.484, 'compound': 0.95}",0.95
m/african_cats,African Cats,Daniel Hubschman,False,Fresh,Fresh,2011,Delightful to behold thanks to breathtaking photography that captures the beauty of the country and a simple story that everyone can enjoy.,male,"['Action & Adventure', 'Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.9493}",0.9493
m/1215791-earth_days,Earth Days,Michael Sragow,False,Fresh,Fresh,2009,"A surprisingly calm documentary about the history of American ecological activism. But it's good calm, not dead calm.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.384, 'pos': 0.616, 'compound': 0.949}",0.949
m/becoming_santa_2010,Becoming Santa,Erik Childress,False,Fresh,Fresh,2011,This is a more honest (and certainly less hokey) manifestation of a true Christmas story; the kind that should be added to the spate of annual holiday fare. Like perhaps on a double bill with Rare Exports: A Christmas Tale.,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.949}",0.949
m/a_bigger_splash_2016,A Bigger Splash,Wendy Ide,True,Certified-Fresh,Fresh,2015,"Luca Guadagnino's sly, funny follow-up to I Am Love suddenly feels like the greatest party you have ever been invited to.",female,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9477}",0.9477
m/1127407-missing,The Missing,Eric Lurio,False,Rotten,Rotten,2003,"This is not one of Howard's better films, but a mediocre Ron Howard film is better than the best of better than half of Hollywood.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9473}",0.9473
m/a_bigger_splash_2016,A Bigger Splash,Jim Schembri,False,Certified-Fresh,Fresh,2016,"Talented Italian director Luca Guadagnino shows broader, coarser interests here than he did with I Am Love as he plucks away at the vapourous notions of love, lust and desire.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.9468}",0.9468
m/brooklyn_castle_2012,Brooklyn Castle,Austin Kennedy,False,Certified-Fresh,Fresh,2012,"""BROOKLYN CASTLE is a compelling, engaging and inspiring Documentary, featuring Junior High kids that you can relate to. Even if you don't know the game of Chess all too well, it won't stop you from enjoying this pleasant film.""",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9465}",0.9465
m/a_bigger_splash_2016,A Bigger Splash,Rick Kisonak,False,Certified-Fresh,Fresh,2016,"Fiennes' Harry is a fabulous character, a human whirlwind and walking, talking bacchanal who doesn't so much disturb the peace that his hosts are enjoying as turn up the volume on their insular lives. It's a fantastic performance.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.9465}",0.9465
m/1083326-les_miserables,Les Miserables,Marc Savlov,False,Certified-Fresh,Fresh,2000,"Condensing a massive tome like Les Misrables into a cohesive 129-minute film is a labor of love in any case, and August succeeds with remarkable, powerful results.",male,"['Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.946}",0.946
m/calendar_girls,Calendar Girls,Terri Clark,False,Certified-Fresh,Fresh,2004,The marvellous cast and robust humour work to create a delightful comedy that's both sexy and sassy. Filled with laugh-out-loud moments.,female,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.447, 'pos': 0.553, 'compound': 0.946}",0.946
m/10012014-babies,Babies,Shaun Munro,False,Fresh,Fresh,2011,"It won't make a dent in the box office and it can hardly be considered essential viewing, but it's serene, unpretentious, and boasts more than enough cute moments to justify its existence. Parents, I imagine, will love it.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.945}",0.945
m/chely_wright_wish_me_away,Chely Wright: Wish Me Away,Clay Cane,False,Fresh,Fresh,2012,'Wish Me Away' is not just another doc on coming out; it's a unique story from a brave woman whose truth was more important than fame and glamour.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.54, 'pos': 0.46, 'compound': 0.9438}",0.9438
m/brothers_hypnotic_2013,Brothers Hypnotic,Rhodé Marshall,False,Fresh,Fresh,2020,"Now grown, they make music that is at once joyful, unremittingly exciting and undeniably wonderful as they raise eight brass horns to the sky. This is a great coming-of-age story.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9423}",0.9423
m/chelsea_on_the_rocks,Chelsea on the Rocks,Sarah Boslaugh,False,Fresh,Fresh,2009,A creative community is as fragile an ecosystem as any salt marsh and just as easily destroyed: Chelsea on the Rocks celebrates a hotel which nurtured some of the greatest talents of the twentieth century.,female,"['Documentary', 'Special Interest']","{'neg': 0.066, 'neu': 0.538, 'pos': 0.395, 'compound': 0.9423}",0.9423
m/antarctica_a_year_on_ice,Antarctica: A Year on Ice,Paul Chambers,False,Fresh,Fresh,2015,"Under incredibly harsh conditions, Powell captures the outstanding beauty of the ice, the active volcano near McMurdo, the wildlife, the ice-cold water and the amazing night sky with stars so bright, it's almost blinding.",male,"['Action & Adventure', 'Documentary', 'Special Interest']","{'neg': 0.065, 'neu': 0.569, 'pos': 0.366, 'compound': 0.9418}",0.9418
m/aristocrats,The Aristocrats,David Edelstein,True,Certified-Fresh,Fresh,2005,There is a special kind of pleasure in hearing jokes that have no redeeming social value. I'd like to think that this is their social value -- an invitation to free the mind.,male,"['Comedy', 'Documentary', 'Special Interest']","{'neg': 0.049, 'neu': 0.531, 'pos': 0.42, 'compound': 0.9413}",0.9413
m/1127407-missing,The Missing,Caffeinated Clint,False,Rotten,Fresh,2003,"Quality entertainment. There's lot of action, thrills, adventure and some great landscape...The performances are great",unknown,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.9413}",0.9413
m/calendar_girls,Calendar Girls,Karina Montgomery,False,Certified-Fresh,Fresh,2003,"The story is simple, but effective, and a pleasant and charming diversion.",female,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.9413}",0.9413
m/catfish,Catfish,Jeffrey M. Anderson,False,Certified-Fresh,Fresh,2010,"What they find when they visit Michigan is best left to viewers, but it's definitely fascinating and worthy of many post-movie discussions.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9408}",0.9408
m/1127407-missing,The Missing,Eric D. Snider,False,Rotten,Fresh,2003,"Those old values of family, loyalty and bravery don't get trotted out much anymore.... The film does them justice, and provides stimulating movie fare along the way.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9403}",0.9403
m/birth_of_the_living_dead,Birth Of The Living Dead,Brian Orndorf,False,Fresh,Fresh,2013,"What works here is enthusiasm, enjoying a wealth of appreciation presented to a worthy production, reinforcing its status as a groundbreaking picture that reverberates to this day.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.9403}",0.9403
m/bowling_for_columbine,Bowling for Columbine,Mark Dujsik,False,Certified-Fresh,Fresh,2002,"An important film, not only because of what it's about but also because of what it represents. Films like this strengthen our opinions and give us a feeling of democracy and freedom of speech at work.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.9397}",0.9397
m/a_man_named_pearl,A Man Named Pearl,Frederic and Mary Ann Brussat,False,Fresh,Fresh,2008,"An extraordinary documentary about a talented African-American, a garden of exquisite beauty and love, and a community that has been brought to life by his artistry, enthusiasm,and generosity.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.9393}",0.9393
m/a_man_named_pearl,A Man Named Pearl,Jeff Shannon,True,Fresh,Fresh,2008,"On a smaller, less-cosmic scale of appreciation, Pearl's uplifting story is a welcome reminder that any pursuit of growth and nurturing will yield unexpectedly wonderful dividends.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.9393}",0.9393
m/bright_leaves,Bright Leaves,Lisa Schwarzbaum,True,Certified-Fresh,Fresh,2004,"Personal yet the opposite of egotistical, truthful yet playful, happily distractible yet patient, and above all grateful for those in the world he loves around him, McElwee makes movies the way life might, ideally, be lived.",female,"['Documentary', 'Special Interest']","{'neg': 0.086, 'neu': 0.545, 'pos': 0.37, 'compound': 0.9393}",0.9393
m/a_bigger_splash_2016,A Bigger Splash,David Turpin,False,Certified-Fresh,Fresh,2017,"If the film's collection of frissons is ultimately less satisfying than the knockout punch of I am Love, it's still as enjoyable, refreshing, and ever-so-slightly discombobulating as a good holiday.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9372}",0.9372
m/before_stonewall,Before Stonewall,Scott McKellar,False,Fresh,Fresh,2020,Thank God for Stonewall and the bravery of the people who put everything on the line for liberty and love.,male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9371}",0.9371
m/advanced_style_2014,Advanced Style,Andrew Lapin,False,Fresh,Fresh,2014,"The pace is too quick for any of the subjects to leave a strong impression, but it's clear they all share a great lust for life",male,"['Comedy', 'Documentary', 'Drama', 'Special Interest']","{'neg': 0.032, 'neu': 0.521, 'pos': 0.447, 'compound': 0.9366}",0.9366
m/chasing_ice_2012,Chasing Ice,Marjorie Baumgarten,False,Certified-Fresh,Fresh,2013,"If seeing equals believing, then this film's documentation ought to sway the world. But daredevil heroes and sexy screen goddesses probably help the medicine go down.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9366}",0.9366
m/catfish,Catfish,Joshua Starnes,False,Certified-Fresh,Fresh,2010,"There's a certain amount of exploitation going on in the process -- which may be unavoidable in anything dealing with the internet -- but there's a great deal of trust as well, whether it's real or not.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.936}",0.936
m/bright_leaves,Bright Leaves,Jason Anderson,False,Certified-Fresh,Fresh,2003,"McElwee forsakes the muckraking strategies of Michael Moore and Nick Broomfield in favour of a gentler, more ruminative style, resulting in a work that is remarkable for its warmth and wisdom.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.936}",0.936
m/an_oversimplification_of_her_beauty_2012,An Oversimplification Of Her Beauty,Clint O'Connor,False,Fresh,Fresh,2013,"In his brilliantly fresh and creative film An Oversimplification of Her Beauty, writer-director-star Terence Nance delves deep into the dynamics of his relationships, past and present.",male,"['Animation', 'Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.936}",0.936
m/breaking_the_girls,Breaking The Girls,Steven Boone,True,Rotten,Rotten,2013,"Babbitt loves her actors and gives them fun stuff to do. If she works with similar themes in the future, I hope she gives her performers and her clearly fertile imagination more room to play.",male,"['Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.9356}",0.9356
m/1215016-anita_oday_the_life_of_a_jazz_singer,Anita O'Day: The Life of a Jazz Singer,Nora Lee Mandel,False,Fresh,Fresh,2008,"O'Day is so exciting here, the film doesn't just cater to fans but can generate new ones to celebrate the role of the song stylist for the Great American Songbook.",female,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.9355}",0.9355
m/a_jihad_for_love,A Jihad for Love,Chad Greene,False,Fresh,Fresh,2008,"Properly promoted, the honest humanity of this festival fave has the potential to attract crossover crowds.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.9354}",0.9354
m/casting_by,Casting By,David Noh,False,Fresh,Fresh,2013,Delicious insider tales of the making of some of your favorite films enrich this wonderfully informative and entertaining doc about casting directors.,male,"['Documentary', 'Special Interest', 'Television']","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9352}",0.9352
m/capitalism_a_love_story,Capitalism: A Love Story,Harvey S. Karten,False,Certified-Fresh,Fresh,2009,"If Steven Spielberg is our country's best dramatic filmmaker, then surely Michael Moore is our best documentarian--which he proves in this sometimes hilariously entertaining broadside against the capitalist system.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9349}",0.9349
m/calendar_girls,Calendar Girls,Neil Smith,True,Certified-Fresh,Fresh,2003,"A delight, full of great one-liners, quirky character-based comedy, and two excellent lead performances from Mirren and Walters.",male,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9349}",0.9349
m/advanced_style_2014,Advanced Style,Sandra Hall,True,Fresh,Fresh,2014,"There are several candidates for the title of Most Ebullient but the clear winner is Lynn Dell Cohen, 81, the self-described Countess of Glamour.",female,"['Comedy', 'Documentary', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9349}",0.9349
m/10010249-the_garden,The Garden,Kenneth Turan,True,Fresh,Fresh,2008,"It's tempting to call The Garden a story of innocence and experience, of evil corrupting paradise, but that would be doing a disservice to the fascinating complexities of a classic Los Angeles conflict and an excellent doc that does them full justice.",male,"['Documentary', 'Special Interest']","{'neg': 0.1, 'neu': 0.567, 'pos': 0.333, 'compound': 0.9343}",0.9343
m/calendar_girls,Calendar Girls,Frederic and Mary Ann Brussat,False,Certified-Fresh,Fresh,2003,Calendar Girls celebrates the juiciness of some English women who accept their bodies and innate talents thanks to an innovative fund-raising project in their small town.,male,"['Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9337}",0.9337
m/a_bigger_splash_2016,A Bigger Splash,Dan Lybarger,False,Certified-Fresh,Fresh,2016,"For all the skin and sunshine in A Bigger Splash, Guadagnino and screenwriter David Kajganich manage to make charming places and beautiful people seem pretty unsettling.",male,"['Art House & International', 'Drama', 'Mystery & Suspense', 'Special Interest']","{'neg': 0.0, 'neu': 0.598, 'pos': 0.402, 'compound': 0.9337}",0.9337
m/ai_weiwei_never_sorry_2012,Ai Weiwei: Never Sorry,Philip French,False,Certified-Fresh,Fresh,2012,"A lively, informative, funny and inspirational portrait of a courageous, charismatic, highly original man.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9336}",0.9336
m/1038726-beethoven,Beethoven,Janet Maslin,True,Rotten,Fresh,2003,"Beethoven is no classic, but it's a sunny, energetic children's film with a good notion of what young audiences like.",female,"['Comedy', 'Kids & Family', 'Special Interest']","{'neg': 0.055, 'neu': 0.444, 'pos': 0.501, 'compound': 0.9331}",0.9331
m/an_oversimplification_of_her_beauty_2012,An Oversimplification Of Her Beauty,Matthew Roe,False,Fresh,Fresh,2018,"Whether or not you side with anyone in the film on any of the themes, An Oversimplification of Her Beauty is a solid stroke of inventive creativity and artistic integrity, all buttressed by a profound love and understanding of film.",male,"['Animation', 'Comedy', 'Special Interest']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9325}",0.9325
m/bright_leaves,Bright Leaves,Frederic and Mary Ann Brussat,False,Certified-Fresh,Fresh,2003,"Bright Leaves is a smart, ethically rich, innovative and well-done documentary about the tobacco industry. family legacies and the pleasures of filmmaking.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.516, 'pos': 0.484, 'compound': 0.9325}",0.9325
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Jeffrey Chen,False,Certified-Fresh,Fresh,2011,We will likely never be able to see this amazing place in person. Thanks to Herzog for giving us the next best thing.,male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.576, 'pos': 0.424, 'compound': 0.9325}",0.9325
m/cave_of_forgotten_dreams,Cave of Forgotten Dreams,Joshua Starnes,False,Certified-Fresh,Fresh,2011,Herzog and cinematographer Peter Zeitlinger have documented a natural wonder of the world that most of us will never see in person but thanks to Cave of Forgotten Dreams now have the opportunity to experience in a manner that's almost as good.,male,"['Documentary', 'Special Interest']","{'neg': 0.045, 'neu': 0.646, 'pos': 0.309, 'compound': 0.9317}",0.9317
m/a_will_for_the_woods,A Will For The Woods,Elias Savada,False,Fresh,Fresh,2013,"A Will for the Woods will help build awareness of the movement while also telling an immersive (for everyone, including the embedded filmmakers), heartwarming tale of one man's passionate struggle to find both peace on earth and peace in earth...""",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.045, 'neu': 0.641, 'pos': 0.315, 'compound': 0.9313}",0.9313
m/10012147-lucky,Lucky,Scott Weinberg,False,Fresh,Fresh,2010,"May not change your world view, but it's pretty interesting to see what happens after a middle-class family wins $314 million.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9313}",0.9313
m/10012014-babies,Babies,Tom Long,True,Fresh,Fresh,2010,"Blessed with no narration, an absence of gimmickry and an embracing love for its subject matter, Babies is as sweet, joyful and filled with curiosity as a you-know-what.",male,"['Documentary', 'Special Interest']","{'neg': 0.056, 'neu': 0.534, 'pos': 0.41, 'compound': 0.9313}",0.9313
m/1211483-howl,Howl,Mick LaSalle,True,Fresh,Rotten,2010,"A film of passion and ambition, but one whose success is intermittent at best.",male,"['Animation', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.9306}",0.9306
m/1211483-howl,Howl,J. R. Jones,True,Fresh,Fresh,2010,"The result, though clearly flawed, is passionate and ambitious, celebrating that long-gone era when a book of verse could spark a revolution in consciousness.",unknown,"['Animation', 'Drama', 'Special Interest']","{'neg': 0.0, 'neu': 0.535, 'pos': 0.465, 'compound': 0.93}",0.93
m/brooklyn_castle_2012,Brooklyn Castle,Todd Gilchrist,False,Certified-Fresh,Fresh,2012,"a truly wonderful, uplifting film - because it's an emotional experience that's driven by appreciating and celebrating what these young kids can do.",male,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.93}",0.93
