rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1127407-missing,The Missing,Caffeinated Clint,False,Rotten,Fresh,2003,"Quality entertainment. There's lot of action, thrills, adventure and some great landscape...The performances are great",unknown,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.9413}",0.9413
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Mark Salisbury,False,Certified-Fresh,Fresh,2007,"The running time and pacing may scare some, but Dominik has crafted an instant classic, with poetic visuals, sensational performances and a true love for the genre. Magnificent.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.053, 'neu': 0.576, 'pos': 0.372, 'compound': 0.9408}",0.9408
m/1127407-missing,The Missing,Eric D. Snider,False,Rotten,Fresh,2003,"Those old values of family, loyalty and bravery don't get trotted out much anymore.... The film does them justice, and provides stimulating movie fare along the way.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9403}",0.9403
m/1059489-wild_bunch,The Wild Bunch,Jay Boyar,True,Certified-Fresh,Fresh,2013,"It is certainly one of the best westerns ever made, and the best film of any kind to come out in 1969.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9349}",0.9349
m/1023739-winchester_73,Winchester '73,Nelson Burns (Te Pana),False,Fresh,Fresh,2020,"The film is pretty much a standard Western. It is also, like most of its kind, a pleasant means of passing an hour and a half in air-conditioned comfort.",male,"['Classics', 'Western']","{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.9345}",0.9345
m/1046060-high_noon,High Noon,Niall Browne,False,Certified-Fresh,Fresh,2019,"With one of the greatest opening sequences in film history, High Noon kicks-off in an outstanding fashion and this 1952 film just gets better and better as it builds towards its climax.",male,"['Mystery & Suspense', 'Western']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9325}",0.9325
m/american_outlaws,American Outlaws,Mary Kalin-Casey,False,Rotten,Fresh,2001,"Entertains the way a summer matinee movie should, with an agreeable blend of romance, action, humor, and a likeable cast.",mostly_female,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9313}",0.9313
m/cheyenne_autumn,Cheyenne Autumn,Geoff Andrew,True,Rotten,Fresh,2006,"Over-long, often clichd and uneven (there are comic interludes complete with cameo performances), but still imbued with moments of true poetry, thanks largely to William Clothier's magnificent Panavision landscapes.",male,"['Classics', 'Western']","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9313}",0.9313
m/310_to_yuma,3:10 to Yuma,Mike McGranaghan,False,Certified-Fresh,Fresh,2007,"Not just one of this year's best films, but also one my favorite westerns ever...What an entertaining, thoughtful, relevant film this is.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9306}",0.9306
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,William Bibbiani,False,Rotten,Fresh,2014,"The jokes are mostly funny, the songs are charming, the scatology is only occasionally off-putting and overall it's a pretty good time at ye ol' air-conditioned nickelodeon.",male,"['Comedy', 'Western']","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.93}",0.93
m/brimstone_2017,Brimstone,Avi Offer,False,Rotten,Rotten,2017,"Exhausting, pretentious, and tedious. It's one of the most painfully boring, overlong and disappointing Westerns since Heaven's Gate.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.461, 'neu': 0.539, 'pos': 0.0, 'compound': -0.8995}",-0.8995
m/brimstone_2017,Brimstone,Frank Swietek,False,Rotten,Rotten,2017,"A grim portrayal of unremitting brutality against women exacerbated by perverted religious belief, whose extraordinary stylishness doesn't entirely compensate for its underlying unpleasantness.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.9042}",-0.9042
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Frank Swietek,False,Rotten,Rotten,2014,"There's not much that's good in it, plenty that's bad, and an awful lot that's just plain ugly.",male,"['Comedy', 'Western']","{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.9043}",-0.9043
m/10009274-priest,Priest,David Edwards,False,Rotten,Rotten,2011,"Drab, eye-rollingly stupid and with noisy effects designed to drown out audience snores, Priest is just about as bad as it gets.",male,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Western']","{'neg': 0.406, 'neu': 0.594, 'pos': 0.0, 'compound': -0.9062}",-0.9062
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Christopher Orr,True,Certified-Fresh,Fresh,2008,"The Assassination of Jesse James by the Coward Robert Ford is the story...of the moment in America when myth was murdered by mere celebrity and we were left, perhaps forever, with only the latter's meager consolations.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.9062}",-0.9062
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Ken Hanke,False,Rotten,Rotten,2014,"Stupefying in its unfunniness, arrogance and outright narcissism, A Million Ways to Die in the West is a shoo-in for my Worst of the Year list come December.",male,"['Comedy', 'Western']","{'neg': 0.331, 'neu': 0.669, 'pos': 0.0, 'compound': -0.9081}",-0.9081
m/10009274-priest,Priest,Brent Simon,False,Rotten,Fresh,2011,"A mlange of apocalyptic western, gothic horror and vampire action movie, Priest won't win any awards for originality. Still, it's streamlined and executed well enough to earn a tip of the cap from those in its target demo.",male,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Western']","{'neg': 0.292, 'neu': 0.663, 'pos': 0.045, 'compound': -0.9109}",-0.9109
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,David Kaplan,False,Rotten,Rotten,2014,"If MacFarlane was going for comedic shock value with this film, he failed miserably. What he has put on screen in 2014 is no longer funny or shocking, just stupid and a bit sick.",male,"['Comedy', 'Western']","{'neg': 0.399, 'neu': 0.446, 'pos': 0.155, 'compound': -0.9118}",-0.9118
m/bone_tomahawk,Bone Tomahawk,Chris Alexander,False,Certified-Fresh,Fresh,2015,"For my money, Bone Tomahawk isn't just the best horror movie of 2015, it's the best movie, full stop.",mostly_male,"['Action & Adventure', 'Horror', 'Western']","{'neg': 0.457, 'neu': 0.543, 'pos': 0.0, 'compound': -0.9124}",-0.9124
m/1127407-missing,The Missing,Sara Michelle Fetters,False,Rotten,Fresh,2003,"This is a deep, brooding western rooted in frailty and retribution. There is depravity in this tale of kidnapping, murder and sexual exploitation that cannot be easily dismissed or explained, a collection of woe and pain will not be put to rest.",female,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.262, 'neu': 0.715, 'pos': 0.022, 'compound': -0.9142}",-0.9142
m/10009274-priest,Priest,Linda Barnard,True,Rotten,Rotten,2011,A mash-up of vampire horror and period westerns stewed with Blade Runner cityscapes and ridiculous religious images in a bubbling cauldron of dumb ideas and sinfully bad dialogue.,female,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Western']","{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.9186}",-0.9186
m/1014793-near_dark,Near Dark,Mark R. Leeper,False,Certified-Fresh,Rotten,2000,The scenes of the bullying are long and violent and bloody and boring.,male,"['Horror', 'Mystery & Suspense', 'Western', 'Romance']","{'neg': 0.591, 'neu': 0.409, 'pos': 0.0, 'compound': -0.9186}",-0.9186
m/brimstone_2017,Brimstone,Richard Roeper,True,Rotten,Rotten,2017,"For all the visceral depictions of hatred and violence and human destruction, it feels as if the director is chasing his own tail and forgetting about making it all mean something.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.9186}",-0.9186
m/brimstone_2017,Brimstone,Sean Burns,False,Rotten,Rotten,2017,"Ostentatiously unpleasant, mired in a grim solemnity nowhere near as intelligent nor enlightening as the film seems to think it is.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.484, 'neu': 0.516, 'pos': 0.0, 'compound': -0.9199}",-0.9199
m/brimstone_2017,Brimstone,Lee Marshall,False,Rotten,Rotten,2016,"[A] tastefully packaged but borderline offensive slice of revenge porn, which starts promisingly but is slowly (alas, very slowly) drowned by backstory.",mostly_male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.409, 'neu': 0.512, 'pos': 0.08, 'compound': -0.9269}",-0.9269
m/1041911-unforgiven,Unforgiven,Brian Orndorf,False,Certified-Fresh,Fresh,2012,"It's a somber feature, but one of extraordinary character development, bundled into a compelling story of men facing their sins in a most brutal, pitiless manner.",male,"['Drama', 'Western']","{'neg': 0.442, 'neu': 0.494, 'pos': 0.064, 'compound': -0.9409}",-0.9409
m/1127407-missing,The Missing,William Arnold,False,Rotten,Rotten,2003,"The Missing has to be one of the more brutal, repulsive and doggedly unpleasant Westerns ever made by a major studio -- so grim and depressing it's hard to imagine how anyone but a masochistic critic could stand to sit through it.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.946}",-0.946
m/big_kill,Big Kill,Michael Rechtshaffen,True,Rotten,Rotten,2018,"Those timeless New Mexico backdrops may lend the production its desired authenticity, but all those structural wide-open spaces stop ""Big Kill"" dead in its tedious tracks.",male,"['Action & Adventure', 'Western']","{'neg': 0.394, 'neu': 0.566, 'pos': 0.04, 'compound': -0.9497}",-0.9497
m/brimstone_2017,Brimstone,David James,False,Rotten,Rotten,2017,"Women never have a great time in Westerns, but Brimstone takes it to extremes; inflicting endless humiliation, misery and trauma upon its female characters.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.456, 'neu': 0.544, 'pos': 0.0, 'compound': -0.9513}",-0.9513
m/1127407-missing,The Missing,Ty Burr,True,Rotten,Rotten,2003,"The Missing is well made, suspenseful, and superlatively acted for the most part, but its harshness never feels organic to the tale. What should be devastating is just terribly unpleasant.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.385, 'neu': 0.579, 'pos': 0.036, 'compound': -0.952}",-0.952
