rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/bright_lights_starring_carrie_fisher_and_debbie_reynolds,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,Richard Roeper,True,Certified-Fresh,Fresh,2017,"t's a beautifully filmed, whip-smart, perfectly edited love letter to a legendary mother-daughter duo that respects and honors their relationship without sugarcoating their troubled and checkered history.",male,['Documentary'],"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9647}",0.9647
m/asylum2005,Asylum,Glenn Whipp,False,Rotten,Rotten,2005,"A silly but not unwatchable collection of some of Alfred Hitchcock's greatest bits, David Mackenzie's overheated Asylum is an interesting opportunity to watch some great actors working hard to overcome the general nuttiness of their movie.",male,"['Documentary', 'Drama', 'Special Interest']","{'neg': 0.032, 'neu': 0.576, 'pos': 0.392, 'compound': 0.9645}",0.9645
m/call_me_lucky,Call Me Lucky,Jason Gorber,False,Fresh,Fresh,2015,"We're lucky that Call Me Lucky was helmed by Goldthwait, lucky that a filmmaker with this much clarity of vision and ability to cut through the shit was able to tell it like it is. Kudos to Crimmins, kudos to Goldthwait, kudos to this film.",male,['Documentary'],"{'neg': 0.087, 'neu': 0.489, 'pos': 0.424, 'compound': 0.9643}",0.9643
m/a_secret_love,A Secret Love,Alexandra MacAaron,False,Certified-Fresh,Fresh,2020,"There is nothing but respect and genuine affection here. If anything, the film evokes a sense of admiration and wonder for any couple that can maintain the love and sense of sheer joy for and about each other.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.06, 'neu': 0.575, 'pos': 0.365, 'compound': 0.9639}",0.9639
m/1122382-spellbound,Spellbound,Carrie Rickey,True,Certified-Fresh,Fresh,2003,"I love this movie, and I love the pride, spirit and sportsmanship of the kids who represent the best of American pluck and luck.",female,"['Documentary', 'Special Interest']","{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9623}",0.9623
m/20_feet_from_stardom,20 Feet From Stardom,Paul Whitington,False,Certified-Fresh,Fresh,2014,"Morgan Neville's hugely enjoyable, Oscar-winning documentary celebrates the unsung heroes who helped make some of popular music's most celebrated songs and albums special.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.9622}",0.9622
m/air_guitar_nation,Air Guitar Nation,Jan Stuart,True,Certified-Fresh,Fresh,2007,"A favorite on the film festival circuit, Alexandra Lipsitz's exuberantly funny documentary follows the triumphant path of an American air guitarist as he rises from U.S. East Coast champ to the top rankings of the international air guitar festival.",male,"['Documentary', 'Musical & Performing Arts', 'Special Interest']","{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.9618}",0.9618
m/batkid_begins,Batkid Begins,Michael O'Sullivan,True,Certified-Fresh,Fresh,2015,"""Batkid"" is a feel-good film, in the sense that the people who made this wish come true seem to feel pretty good about themselves. They certainly have a right to be satisfied: What they pulled off is impressive.",male,['Documentary'],"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.9614}",0.9614
m/20_feet_from_stardom,20 Feet From Stardom,Owen Gleiberman,True,Certified-Fresh,Fresh,2013,"As long as you're hearing the singing and stories of Lisa Fischer, Merry Clayton, and the great Darlene Love, you can bliss out on their passion.",male,"['Documentary', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.9612}",0.9612
m/ballet_422,Ballet 422,Stephanie Merry,True,Certified-Fresh,Fresh,2015,"For fans of dance, ""Ballet 422"" will produce plenty of pleasures. But as with great ballet, great movies always benefit from a little drama.",female,"['Documentary', 'Drama', 'Musical & Performing Arts']","{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.9598}",0.9598
m/1169498-bridge,The Bridge,Patrick Peters,False,Fresh,Rotten,2007,If harrowing footage of deeply disturbed people contemplating a hideous suicide cross-cut with interviews with grieving loved ones who often blame themselves for failing to prevent the tragedy strike you as art - help yourself.,male,"['Documentary', 'Drama']","{'neg': 0.421, 'neu': 0.434, 'pos': 0.145, 'compound': -0.9392}",-0.9392
m/body_of_war,Body of War,Tricia Olszewski,False,Certified-Fresh,Fresh,2008,Body of War doesn't bombard you with statistics or parade talking heads to beat the dead-horse argument that the invasion is a tragedy fueled by bullshit. Its pull is more human.,female,"['Documentary', 'Special Interest']","{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.9393}",-0.9393
m/body_of_war,Body of War,Kyle Smith,True,Certified-Fresh,Rotten,2008,"Lazy, shallow and repetitive, Phil Donahue's Body of War is one of the most incompetent documentaries to emerge from the Iraq war.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.48, 'neu': 0.52, 'pos': 0.0, 'compound': -0.9402}",-0.9402
m/10008507-deep_water,Deep Water,Jamie Russell,True,Certified-Fresh,Fresh,2007,"Stories celebrating heroic journeys are commonplace, but this is a sobering, anti-heroic tale of an ordinary man who set out to attempt the extraordinary... and failed through a cruel combination of bad luck and bad judgement.",mostly_female,"['Documentary', 'Special Interest']","{'neg': 0.381, 'neu': 0.464, 'pos': 0.154, 'compound': -0.9403}",-0.9403
m/10008992-meeting_resistance,Meeting Resistance,Cynthia Fuchs,False,Fresh,Fresh,2007,"Meeting Resistance argues that the failure of the war was set in its early days, when Iraqis felt alternately abandoned and threatened by Americans, and soon after, occupied.",female,"['Documentary', 'Special Interest']","{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.9413}",-0.9413
m/anvil_the_story_of_anvil,Anvil! The Story of Anvil,Dan DeLuca,True,Certified-Fresh,Fresh,2009,"Anvil! The Story of Anvil can't help but evoke This Is Spinal Tap, the classic 1984 mockumentary directed by the other Rob Reiner, in terms of both sheer hair-metal ludicrousness and indignities suffered by a not-so-successful rock band on the road.",male,"['Documentary', 'Drama', 'Musical & Performing Arts']","{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.943}",-0.943
m/1190970-ghost_town,Ghost Town,Gary Wolcott,False,Certified-Fresh,Rotten,2008,"Ghost Town is a non-horror ghost movie dressed up as a comedy...Instead of seeing people hacked to death in formula fashion, they're bored to death in the same style.",male,"['Comedy', 'Documentary', 'Science Fiction & Fantasy', 'Special Interest']","{'neg': 0.45, 'neu': 0.55, 'pos': 0.0, 'compound': -0.9451}",-0.9451
m/bully_2012,Bully,Nicholas Bell,False,Certified-Fresh,Fresh,2019,"Bully isn't saying anything new, but it is asking us to look at the sickening reality of condoned bullying. But, as if from some Orwellian nightmare, those who need to see it most get no admittance.",male,"['Documentary', 'Special Interest']","{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.9457}",-0.9457
m/armadillo_2010,Armadillo,Shaun Munro,False,Certified-Fresh,Fresh,2011,"Metz cares not to moralise or cut the footage to assume any particular viewpoint, instead he merely conveys the confused mania of war, tragically capturing the anguish of the frustrated civilians caught between soldiers and the Taliban.",male,"['Documentary', 'Special Interest']","{'neg': 0.369, 'neu': 0.574, 'pos': 0.057, 'compound': -0.946}",-0.946
m/11th_hour,The 11th Hour,Mark Dujsik,False,Fresh,Rotten,2007,"Its foretelling of gloom and doom almost make the entire idea of worrying about the global climate change crisis seem unnecessary, seeing as we're all apparently going to die by our own industrialized hands.",male,"['Documentary', 'Special Interest']","{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.9493}",-0.9493
m/bowling_for_columbine,Bowling for Columbine,Terry Lawson,True,Certified-Fresh,Fresh,2002,"Bowling for Columbine would never be mistaken for even-handed, but it is at least a sincere attempt to find the source of this country's inability to curb gun violence and murder.",mostly_male,"['Documentary', 'Special Interest']","{'neg': 0.393, 'neu': 0.5, 'pos': 0.106, 'compound': -0.9497}",-0.9497
m/1203291-under_the_sea_3d,Under the Sea 3D,Peter Bradshaw,True,Certified-Fresh,Fresh,2009,"This is a raw, brutal arena of cold-eyed predators chomping the weakest and inexpressibly ugly beings that have evolved so as to be disturbingly well camouflaged, utterly invisible until they make a deadly lunge at some poor vulnerable little fishy.",male,['Documentary'],"{'neg': 0.365, 'neu': 0.595, 'pos': 0.04, 'compound': -0.9509}",-0.9509
m/1177165-in_debt_we_trust,In Debt We Trust,Prairie Miller,False,Fresh,Fresh,2007,"The film details and indicts the vast legalized fraud perpetrated by US financial businesses, and receiving an unregulated nod under the monolithic New World Order that has added debt slavery to wage slavery.",unknown,"['Documentary', 'Special Interest']","{'neg': 0.354, 'neu': 0.646, 'pos': 0.0, 'compound': -0.9509}",-0.9509
m/chasing_madoff,Chasing Madoff,Doris Toumarkine,False,Rotten,Fresh,2011,"This gripping look at dogged but ignored Bernie Madoff whistleblower Harry Markopolos should fuel even more outrage against those charged with oversight who lazily, greedily overlooked what became one of history's biggest financial swindles.",female,"['Documentary', 'Special Interest']","{'neg': 0.395, 'neu': 0.605, 'pos': 0.0, 'compound': -0.9538}",-0.9538
m/8-the-mormon-proposition,8: The Mormon Proposition,Lisa Schwarzbaum,True,Fresh,Fresh,2010,[Cowan] expands his sad and furious homegrown film to record the misery of gay Mormons sometimes driven to suicide over being rejected by their church and families.,female,"['Documentary', 'Special Interest', 'Faith & Spirituality']","{'neg': 0.45, 'neu': 0.516, 'pos': 0.034, 'compound': -0.9578}",-0.9578
m/1153907-football_factory,The Football Factory,Rich Cline,False,Rotten,Rotten,2004,"Filmmaker Love brings these characters to vivid life, but they're all so hateful, racist and idiotic that we don't like them at all!",mostly_male,"['Action & Adventure', 'Art House & International', 'Comedy', 'Documentary', 'Drama']","{'neg': 0.486, 'neu': 0.449, 'pos': 0.065, 'compound': -0.963}",-0.963
m/1208882-cove,The Cove,Evan Williams,False,Certified-Fresh,Fresh,2009,"By any measure, this is a horror film: graphic, shocking, uncompromising. The horrors, moreover, are real: the annual slaughter of thousands of dolphins in a secluded cove in Japan, where they are trapped in nets and hacked and speared to death.",male,['Documentary'],"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.9643}",-0.9643
m/betting_on_zero,Betting on Zero,Steve Greene,True,Fresh,Fresh,2017,"It may not be entirely inspiring, but Betting on Zero captures the everyone-for-themselves desperation that would make any wronged individual furious, be they jilted employee or frustrated stockholder.",male,['Documentary'],"{'neg': 0.456, 'neu': 0.544, 'pos': 0.0, 'compound': -0.9651}",-0.9651
m/cartel_land,Cartel Land,Liam Macleod,False,Certified-Fresh,Fresh,2015,"Cartel Land is not a fun watch but it is a compelling one. It has all the larger than life characters, gang violence and government corruption of a fictional crime drama made horribly tragic by its reality.",male,['Documentary'],"{'neg': 0.407, 'neu': 0.547, 'pos': 0.046, 'compound': -0.9661}",-0.9661
m/aileen_life_and_death_of_a_serial_killer,Aileen: Life and Death of a Serial Killer,Marc Mohan,False,Certified-Fresh,Fresh,2004,"Though unpleasant to watch, Life and Death of a Serial Killer presents a portrait of evil, betrayal and banality that's almost impossible to take your eyes off of.",male,"['Art House & International', 'Documentary', 'Special Interest']","{'neg': 0.481, 'neu': 0.519, 'pos': 0.0, 'compound': -0.9661}",-0.9661
