rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/beyond_the_edge_2013,Beyond the Edge,MaryAnn Johanson,False,Fresh,Fresh,2014,"Through gorgeous archival footage and new re-creations, thrillingly places us amidst the first successful summit of Everest in 1953, taking true advantage of 3D to offer us dazzling mountain vistas.",unknown,"['Action & Adventure', 'Documentary', 'Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.9393}",0.9393
m/10009355-sugar,Sugar,Craig Phillips,False,Certified-Fresh,Fresh,2009,"Full of life, even sexy and at times bouncy (and with a fine score), Sugar is a lovely, moving treat... full of rich supporting characters.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.9382}",0.9382
m/1197992-perfect_game,The Perfect Game,Andrea Chase,False,Rotten,Fresh,2010,there is a tricky line for a film to walk between earnest sweetness and syrupy schmaltz. The Perfect Game pulls off this balancing act with a combination of smart direction and even smarter casting,female,"['Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.038, 'neu': 0.588, 'pos': 0.374, 'compound': 0.936}",0.936
m/1155467-glory_road,Glory Road,Tyler Hanley,False,Rotten,Fresh,2006,"In a day and age that has violent slasher flicks gobbling up movie-goers' box-office bucks, it's refreshing to see a film that stresses cooperation, effort and racial equality over shock value.",mostly_male,"['Drama', 'Sports & Fitness']","{'neg': 0.257, 'neu': 0.678, 'pos': 0.065, 'compound': -0.7964}",-0.7964
m/battle_of_the_sexes,Battle of the Sexes,Angie Han,False,Certified-Fresh,Fresh,2017,Battle of the Sexes is so shrewd in other areas that it's hard to complain. What Battle of the Sexes understands is that this match looked entirely different depending on which side you were rooting for.,female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.7964}",-0.7964
m/1208128-tyson,Tyson,Chris Prince,False,Certified-Fresh,Fresh,2009,"Mixed with clips and photos from his tumultuous career but no contributions from peers or 'experts', this is a genuinely incisive portrait of a fighter at war with himself.",mostly_male,"['Documentary', 'Sports & Fitness']","{'neg': 0.239, 'neu': 0.705, 'pos': 0.056, 'compound': -0.8047}",-0.8047
m/because_of_winndixie,Because of Winn-Dixie,Erik Childress,False,Rotten,Rotten,2005,Such a misfire that even the title can think of nothing else but to blame the poor dog.,male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.8047}",-0.8047
m/beerfest,Beerfest,Boo Allen,False,Rotten,Rotten,2006,Possibly the most irresponsible movie ever made and also one of the worst.,andy,"['Comedy', 'Sports & Fitness']","{'neg': 0.399, 'neu': 0.601, 'pos': 0.0, 'compound': -0.807}",-0.807
m/beerfest,Beerfest,Phil Villarreal,False,Rotten,Rotten,2006,You'd have to be drunk to appreciate Beerfest. Really drunk. So sloshed that you don't know which way is up or down. So wasted that the dull and overlong seems witty and sharp.,male,"['Comedy', 'Sports & Fitness']","{'neg': 0.264, 'neu': 0.672, 'pos': 0.065, 'compound': -0.807}",-0.807
m/battle_of_the_sexes,Battle of the Sexes,Kristen Lopez,False,Certified-Fresh,Fresh,2017,"Battle of the Sexes is about so much more than its sport. It's a gateway towards showing how harsh criticism was for women, and how it remains so to this day.",female,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.8126}",-0.8126
m/10009355-sugar,Sugar,David Denby,True,Certified-Fresh,Rotten,2013,This is a tragic sports movie that shies away from every element of tragedy.,male,"['Drama', 'Sports & Fitness']","{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.8126}",-0.8126
m/1212694-blind_side,The Blind Side,Prairie Miller,False,Fresh,Rotten,2009,"While terrorism thrillers may be high on Hollywood's to-do list lately, movies about escape from the rumored terrors of ghetto life by unusually large people, may not be far behind.",unknown,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.222, 'neu': 0.703, 'pos': 0.076, 'compound': -0.8126}",-0.8126
m/chariots_of_fire,Chariots of Fire,Graham Young,False,Certified-Fresh,Fresh,2012,"As world events have proved time and again, this is a timeless story, rooted in an era long before anyone had thought of Spandex or terrorist attacks.",male,"['Art House & International', 'Drama', 'Sports & Fitness']","{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.8225}",-0.8225
m/because_of_winndixie,Because of Winn-Dixie,Ella Taylor,False,Rotten,Rotten,2005,"Though [Jeff] Daniels brings his usual quiet nuance and understated comedy to the role of the grieving preacher, there's no redeeming this slavishly folksy betrayal of what can be dimly discerned of an absorbing and original tale of pain overcome.",female,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.245, 'neu': 0.661, 'pos': 0.093, 'compound': -0.8316}",-0.8316
m/1208128-tyson,Tyson,Fernando F. Croce,False,Certified-Fresh,Rotten,2009,"Tyson is indeed an intriguingly contradictory hulk, but he's far from the troubling Caliban Toback's own obsessions with athleticism and negritude make him out to be",male,"['Documentary', 'Sports & Fitness']","{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.8316}",-0.8316
m/brother_2010,Brother (Hermano),Josh Bell,False,Rotten,Rotten,2012,"The overwrought story unfolds awkwardly, with one ridiculously contrived act of violence in the middle, and it piles on both sports-drama and up-from-poverty clichs.",male,"['Art House & International', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.8316}",-0.8316
m/1093641-hurricane,The Hurricane,Susan Green,False,Certified-Fresh,Fresh,2000,Hell hath no fury like an impassioned movie with a social conscience.,female,"['Drama', 'Mystery & Suspense', 'Sports & Fitness']","{'neg': 0.525, 'neu': 0.35, 'pos': 0.125, 'compound': -0.8402}",-0.8402
m/battle_of_the_sexes,Battle of the Sexes,Tony Medley,False,Certified-Fresh,Rotten,2017,The concentration on sex serves to belittle the enormous risk King took in boycotting the Pacific Southwest Tournament and the revolution she instigated. Too bad.,male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.8807}",-0.8807
m/1212694-blind_side,The Blind Side,Brian Orndorf,False,Fresh,Rotten,2009,"The tender interaction between Leigh Anne and Michael sustains the Blind tension, not plastic acts of tragedy or insensitive supporting characters. Too bad Leigh Anne wasn't allowed in the editing room to knock some sense into Hancock.",male,"['Comedy', 'Drama', 'Sports & Fitness']","{'neg': 0.304, 'neu': 0.637, 'pos': 0.06, 'compound': -0.8979}",-0.8979
m/because_of_winndixie,Because of Winn-Dixie,David Foucher,False,Rotten,Rotten,2005,"There's bad, there's ""so bad it's good""... and then there's this moronic film.",male,"['Comedy', 'Drama', 'Kids & Family', 'Sports & Fitness']","{'neg': 0.532, 'neu': 0.468, 'pos': 0.0, 'compound': -0.9076}",-0.9076
m/1155467-glory_road,Glory Road,Eugene Novikov,False,Rotten,Rotten,2006,"This film fails not because it is conventional, but because it is lazy and dumb -- unworthy of its subject matter.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.442, 'neu': 0.52, 'pos': 0.037, 'compound': -0.9253}",-0.9253
m/1208128-tyson,Tyson,Kyle Smith,True,Certified-Fresh,Fresh,2009,"Mike Tyson is a damaged man but a man nonetheless. Dismissing him as an animal, a habit he sometimes falls into himself, is an error. His mind is far from empty, although it's a lonely, haunted place, and Tyson is a howl of humanity.",mostly_female,"['Documentary', 'Sports & Fitness']","{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.9337}",-0.9337
m/1155467-glory_road,Glory Road,Tony Medley,False,Rotten,Rotten,2006,"Don't demean this picture. This isn't just one of the worst sports movies of all time; it can hold its own with the worst of any genre. If you're not a basketball fan, this film is boring, manipulative, and banal. If you are a basketball fan, it's worse.",male,"['Drama', 'Sports & Fitness']","{'neg': 0.305, 'neu': 0.695, 'pos': 0.0, 'compound': -0.9479}",-0.9479
