rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/10010658-orphan,Orphan,Matthew Turner,False,Rotten,Fresh,2009,"A welcome addition to the Evil Child sub-genre, thanks to great performances, strong direction, a delightfully over-the-top plot, some impressive gore effects and a terrific twist.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.103, 'neu': 0.35, 'pos': 0.547, 'compound': 0.9584}",0.9584
m/cam,CAM,Amanda Jane Robinson,False,Certified-Fresh,Fresh,2018,"The plot of Netflix techno-thriller Cam doesn't entirely satisfy, but the compelling concept, excellent lead performance, and brilliant details win out.",female,"['Horror', 'Mystery & Suspense']","{'neg': 0.052, 'neu': 0.449, 'pos': 0.499, 'compound': 0.9581}",0.9581
m/addams_family_values,Addams Family Values,Roger Ebert,True,Certified-Fresh,Fresh,2000,"Raul Julia and Anjelica Huston are given a lot of one-liners and payoff gags, of course, but what's funny is the stuff that comes in between -- the real affection with which they embrace each other, and the way they delight in their unspeakable lifestyle.",male,"['Comedy', 'Horror']","{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.9568}",0.9568
m/bone_tomahawk,Bone Tomahawk,Stefan Pape,False,Certified-Fresh,Fresh,2015,"As a western it's enthralling with depth and visual splendour, resonating like sunstroke, but the film soon unfurls into a terror-fired juggernaut that macerates the senses then leaves you amazed, exhilarated and hugely entertained.",male,"['Action & Adventure', 'Horror', 'Western']","{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9561}",0.9561
m/1011617-king_kong,King Kong,Variety Staff,True,Rotten,Fresh,2008,"Faithful in substantial degree not only to the letter but also the spirit of the 1933 classic for RKO, this $22 million-+ version neatly balances superb special effects with solid dramatic credibility.",unknown,"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']","{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9559}",0.9559
m/1021242-thing,The Thing from Another World,Matt Brunson,False,Fresh,Fresh,2018,"It features crackling dialogue, deliciously subversive humor, confident and competent heroes, and a healthy air of sexual playfulness between its romantic leads.",male,"['Classics', 'Horror', 'Science Fiction & Fantasy']","{'neg': 0.054, 'neu': 0.34, 'pos': 0.606, 'compound': 0.9552}",0.9552
m/antebellum,Antebellum,Michael Ward,False,Rotten,Rotten,2020,"Is Antebellum a treatise on the destructive history of racism in America, or is it...using the very real horrors of racism to make a ""Gotcha!"" movie with a twist?",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.428, 'neu': 0.572, 'pos': 0.0, 'compound': -0.955}",-0.955
m/1151769-hellbent,Hellbent,Richard Propes,False,Rotten,Fresh,2020,"The killer in question is horrifying and frightening, yet oddly sexy, when seen and could hold his own with any of our famously horrific killers.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.47, 'neu': 0.449, 'pos': 0.08, 'compound': -0.9552}",-0.9552
m/10002114-dark_water,Dark Water,Anton Bitel,False,Fresh,Fresh,2003,"just beneath its surface horror this film conceals a deep reservoir of tragedy, addressing themes like family breakdown, isolation, abandonment, and - something of a taboo in Japan - the terrible legacy of mental illness.",male,"['Art House & International', 'Horror', 'Mystery & Suspense']","{'neg': 0.43, 'neu': 0.516, 'pos': 0.054, 'compound': -0.9552}",-0.9552
m/black_death-2010,Black Death,Nick Schager,False,Fresh,Fresh,2011,"Grim aesthetics and an even grimmer worldview define Black Death, in which ardent piousness and defiant paganism both prove paths toward violence, hypocrisy, and hell.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.495, 'neu': 0.431, 'pos': 0.074, 'compound': -0.9559}",-0.9559
m/black_death-2010,Black Death,Brandon Fibbs,False,Fresh,Fresh,2011,"Black Death is the feel bad movie of the year, a film with an unrelentingly bleak view of humankind's barbaric nature and the notion that, no matter what your creed, violence only ever begets more violence.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.372, 'neu': 0.605, 'pos': 0.023, 'compound': -0.9565}",-0.9565
m/arizona_2018,Arizona,Robert Kojder,False,Rotten,Rotten,2018,"The goal here certainly isn't to empower women, but rather abuse them and, adding insult to injury, have them stumble around falling over during foot chases and make all sorts of groan-inducing mistakes",male,"['Comedy', 'Horror']","{'neg': 0.4, 'neu': 0.565, 'pos': 0.036, 'compound': -0.9607}",-0.9607
m/blair_witch,Blair Witch,Brad Miska,False,Rotten,Fresh,2016,"Some will laud it, others will loathe it, but make no mistake: Blair Witch is that game-changer horror fans desperately have been waiting for.",male,['Horror'],"{'neg': 0.523, 'neu': 0.477, 'pos': 0.0, 'compound': -0.9623}",-0.9623
m/black_death-2010,Black Death,Abby Olcese,False,Fresh,Fresh,2017,"Black Death definitely isn't a rollicking, bloody good time, but it is a haunting study in the capacity for cruelty in people when they're scared, and the lingering effects that cruelty can have.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.446, 'neu': 0.48, 'pos': 0.074, 'compound': -0.9628}",-0.9628
m/1210830-antichrist,Antichrist,Peter Bradshaw,True,Rotten,Rotten,2009,"Antichrist is a smirking contraption of a film, a cheeky, nasty, clever device for making us upset about the dead kid, making us scared at the creepy happenings, making us freaked out at the violence, and finally making us convulsed with liberal outrage.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.397, 'neu': 0.552, 'pos': 0.052, 'compound': -0.9638}",-0.9638
m/10009254-shutter,Shutter,Brad Miska,False,Rotten,Rotten,2008,"SHUTTER should have been the scariest horror film since THE RING, but instead it was infuriatingly bad. This joins ONE MISSED CALL in the ranks of worst horror remakes of all-time and I highly recommend skipping this one for the original...",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.365, 'neu': 0.572, 'pos': 0.062, 'compound': -0.9638}",-0.9638
m/258,My Soul to Take,John Beifuss,False,Rotten,Fresh,2010,"A typically ruthless and cynically comic horror thriller from Craven, set in a high school where the caste system is more terrifying than the possibility of a murderous ghost (the bullying leader of the mean girls is nicknamed 'Fang').",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.401, 'neu': 0.571, 'pos': 0.028, 'compound': -0.9638}",-0.9638
m/1158185-see_no_evil,See No Evil,Linda Cook,False,Rotten,Rotten,2006,"As horror movies go, I've seen a lot worse than See No Evil. Still, it's a lackluster gore flick with a plot that has more holes than its evil madman leaves in his victims.",female,"['Horror', 'Mystery & Suspense']","{'neg': 0.446, 'neu': 0.554, 'pos': 0.0, 'compound': -0.9643}",-0.9643
m/10006370-stay_alive,Stay Alive,Felix Vasquez Jr.,False,Rotten,Rotten,2006,"Seriously, Bell, answer me something: does the game kill you when you die on the game? Does the game kill you because you have it in your possession? Or does the game kill you period because you played it? Which is it?",male,"['Horror', 'Mystery & Suspense']","{'neg': 0.35, 'neu': 0.61, 'pos': 0.041, 'compound': -0.965}",-0.965
m/aquaslash,Aquaslash,Ben Robins,False,Rotten,Rotten,2020,"It looks great, but is ultimately confusing, outdated and commits the cardinal sin of horror movies - you don't care if any of them die.",male,['Horror'],"{'neg': 0.505, 'neu': 0.407, 'pos': 0.089, 'compound': -0.9656}",-0.9656
m/a_tale_of_two_sisters,A Tale of Two Sisters,Ken Fox,False,Certified-Fresh,Fresh,2004,"Like a fairy tale set in a haunted house, this terrifying psychological horror yarn from Korea preys upon deep-rooted fears of adolescence, insanity and evil stepparents while scaring the bejabbers out of us.",male,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.488, 'neu': 0.462, 'pos': 0.05, 'compound': -0.9712}",-0.9712
m/byzantium_2012,Byzantium,Cath Clarke,True,Fresh,Rotten,2013,"What's really missing is the vampire's tragedy: that ache, the loss of feeling, the sense that in killing death, the essence of what it is to be human is destroyed.",female,"['Art House & International', 'Drama', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']","{'neg': 0.498, 'neu': 0.47, 'pos': 0.032, 'compound': -0.9712}",-0.9712
m/antebellum,Antebellum,Gary Wolcott,False,Rotten,Rotten,2020,Messages about the horror and insanity of racism are absolutely wasted in this absolutely horrible horror movie.,male,"['Horror', 'Mystery & Suspense']","{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.9735}",-0.9735
m/10008606-eye,The Eye,Alonso Duralde,False,Rotten,Rotten,2008,"What's worse than a bad American remake of a terrifying Asian horror movie? Why, a bad American remake of a crappy Asian horror movie, of course.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.9771}",-0.9771
m/1205377-last_house_on_the_left,The Last House on the Left,Owen Gleiberman,True,Rotten,Rotten,2009,"This remake is merely vile (and dull), with a badly miscast Tony Goldwyn as the raging dad who makes revenge for his daughter's violation look more gratuitously brutal than the crime.",male,"['Drama', 'Horror', 'Mystery & Suspense']","{'neg': 0.522, 'neu': 0.478, 'pos': 0.0, 'compound': -0.9778}",-0.9778
m/await_further_instructions,Await Further Instructions,Patrick Bromley,False,Fresh,Fresh,2018,"A horror film in the tradition of Night of the Living Dead, gathering a group of people in a house with an unexplained threat outside and observing as fear gives way to anger and violence. It's the Bottle Episode from Hell.",male,['Horror'],"{'neg': 0.466, 'neu': 0.534, 'pos': 0.0, 'compound': -0.9818}",-0.9818
