rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/arthur_christmas,Arthur Christmas,Olly Richards,False,Certified-Fresh,Fresh,2011,"A great, big joy. Even if you're a bit bah humbug, just delight in the supremely clever Aardman comedy.",mostly_female,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.0, 'neu': 0.344, 'pos': 0.656, 'compound': 0.9682}",0.9682
m/1221547-alice_in_wonderland,Alice in Wonderland,Drew McWeeny,False,Rotten,Rotten,2010,"... wrong-headed in pretty much every way it can be, poorly designed, loud, and worst of all, boring. It is a catastrophe as a movie, and as a place marker in the career of Tim Burton, it is a big fat dead end.",male,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.289, 'neu': 0.65, 'pos': 0.061, 'compound': -0.9169}",-0.9169
m/10005499-oliver_twist,Oliver Twist,Prairie Miller,False,Fresh,Fresh,2007,The unspoken sense of youthful post-traumatic holocaust syndrome shock and awe in Polanski's Twist is as palpable as the murky stench and appalling human misery of Dickens' chaotic London streets.,unknown,"['Drama', 'Kids & Family']","{'neg': 0.368, 'neu': 0.577, 'pos': 0.055, 'compound': -0.9186}",-0.9186
m/alexander_and_the_terrible_horrible_no_good_very_bad_day,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Todd McCarthy,True,Fresh,Fresh,2014,"Alexander and the Terrible, Horrible, No Good, Very Bad Day could have been a lot more horrible and no good than it is.",male,['Kids & Family'],"{'neg': 0.488, 'neu': 0.362, 'pos': 0.15, 'compound': -0.9193}",-0.9193
m/cheaper_by_the_dozen,Cheaper by the Dozen,Victoria Alexander,False,Rotten,Rotten,2003,A disgrace. A spineless eunuch of a father allows his children to yell at him and bully him. They destroy a mansion. Their mother must be on heroin.,female,"['Comedy', 'Kids & Family']","{'neg': 0.396, 'neu': 0.604, 'pos': 0.0, 'compound': -0.9201}",-0.9201
m/annie_2012,Annie,Alan Jones,False,Rotten,Rotten,2014,"The 1977 Broadway hit has suffered an overblown 1982 adaptation, a sickly 1999 TV movie and a terrible stage sequel. But the worst hadn't happened to it until this awkwardly updated, misconceived and sloppy remake.",male,"['Drama', 'Kids & Family', 'Musical & Performing Arts']","{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.9222}",-0.9222
m/bugs_life,A Bug's Life,Rob Gonsalves,False,Certified-Fresh,Rotten,2007,"Doesn't merit much enthusiasm or indignation; it just skitters across your consciousness, leaving no traces except a vague depression.",male,"['Animation', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.563, 'neu': 0.437, 'pos': 0.0, 'compound': -0.9251}",-0.9251
m/babe_pig_in_the_city,Babe: Pig in the City,Kevin Maynard,True,Fresh,Rotten,2000,"So distressingly dark, grim, and cynical it's likely to make kids cry!",male,"['Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.627, 'neu': 0.373, 'pos': 0.0, 'compound': -0.9253}",-0.9253
m/barnyard,Barnyard,Ed Gonzalez,False,Rotten,Rotten,2006,"This is the most dubious animation since Robert Zemeckis's creepy The Polar Express, only uglier, lazier, and with a more indisputable racist streak.",male,"['Animation', 'Comedy', 'Kids & Family']","{'neg': 0.43, 'neu': 0.57, 'pos': 0.0, 'compound': -0.927}",-0.927
m/cheaper_by_the_dozen,Cheaper by the Dozen,Terry Lawson,True,Rotten,Rotten,2003,"A bad sitcom expanded to 98 excruciatingly unfunny minutes of family chaos, with Martin suffering every possible indignity and stain that can be inflicted on a good-guy daddy.",mostly_male,"['Comedy', 'Kids & Family']","{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.9349}",-0.9349
m/cars_2,Cars 2,Kyle Smith,True,Rotten,Rotten,2011,"They said it couldn't be done. But Pixar proved the yaysayers wrong when it made its first bad movie, ""Cars."" Now it has worsted itself with the even more awful ""Cars 2.""",mostly_female,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']","{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.9365}",-0.9365
m/a_wrinkle_in_time_2018,A Wrinkle in Time,Dante James,False,Rotten,Rotten,2018,Unfortunately there many other problems that plague this movie. Wonky CGI. Unresolved character arcs. Terrible sound. But the saddest part of all is the wasted potential for a new fantasy/adventure franchise.,male,"['Action & Adventure', 'Drama', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.9371}",-0.9371
m/bratz_the_movie,Bratz: The Movie,Dustin Putman,False,Rotten,Rotten,2007,There isn't a moment of truth or perception in its miserable 98 minutes; this film's view of high school is so skewed from reality and so insulting in its contempt that it's almost scary to think preteen girls would fall for it.,male,"['Comedy', 'Kids & Family']","{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.9431}",-0.9431
m/10009462-g_force,G-Force,Dustin Putman,False,Rotten,Rotten,2009,"The worst Walt Disney Pictures release in a decade. To describe this chaotic, charmless, pop culture-centric product as completely and utterly excruciating is almost too kind a criticism.",male,"['Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy']","{'neg': 0.44, 'neu': 0.485, 'pos': 0.076, 'compound': -0.9434}",-0.9434
m/alexander_and_the_terrible_horrible_no_good_very_bad_day,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Craig Mathieson,False,Fresh,Rotten,2014,Most of the accidents that befall the Cooper clan are annoying or embarrassing and even a car accident is more about cosmetic damage to the vehicle than a passenger actually being harmed.,male,['Kids & Family'],"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.9479}",-0.9479
m/cat_in_the_hat,Dr. Seuss' The Cat in the Hat,Eugene Novikov,False,Rotten,Rotten,2003,"All the signs leading up to this were dire, but honestly, I tried to like it. I was ready to like it. I pumped myself up for it. No go. Disaster, disaster, disaster. Disaster.",male,"['Comedy', 'Kids & Family']","{'neg': 0.441, 'neu': 0.338, 'pos': 0.221, 'compound': -0.9489}",-0.9489
m/1038726-beethoven,Beethoven,Chris Hicks,False,Rotten,Rotten,2000,"The first half of the film is amusing, but when it turns to a distasteful subplot that has an evil veterinarian/scientist stealing pets for nasty experiments, it goes sour.",mostly_male,"['Comedy', 'Kids & Family', 'Special Interest']","{'neg': 0.384, 'neu': 0.573, 'pos': 0.043, 'compound': -0.9535}",-0.9535
m/around_the_world_in_80_days,Around the World in 80 Days,Mike McGranaghan,False,Rotten,Rotten,2004,The style of humor - with its forced high jinks and pathetic attempts at farce - is so aggressively outrageous that it ultimately becomes abusive to the audience.,male,"['Action & Adventure', 'Comedy', 'Kids & Family']","{'neg': 0.48, 'neu': 0.468, 'pos': 0.052, 'compound': -0.9543}",-0.9543
m/cheaper_by_the_dozen,Cheaper by the Dozen,Dustin Putman,False,Rotten,Rotten,2003,"Syrupy, dumb, and desperately unfunny...Cheaper by the Dozen is the worst family film of the year, a sub-sitcom-level failure as abhorrent as it is half-baked.",male,"['Comedy', 'Kids & Family']","{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.9545}",-0.9545
m/alexander_and_the_terrible_horrible_no_good_very_bad_day,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Kyle Smith,True,Fresh,Rotten,2014,"Can a series of irritating events make a movie? Yes, but an irritating one: ""Alexander and the Terrible, Horrible, No Good, Very Bad Day.""",mostly_female,['Kids & Family'],"{'neg': 0.537, 'neu': 0.329, 'pos': 0.134, 'compound': -0.9595}",-0.9595
m/bratz_the_movie,Bratz: The Movie,Eric D. Snider,False,Rotten,Rotten,2007,"Bad not for its message or values, but for simply being a flat-out awful abortive trainwreck of a disastrous pile of worthless stupid garbage of an utter mess of a movie, even by the low, low standards of Movies Based on Toys.",male,"['Comedy', 'Kids & Family']","{'neg': 0.473, 'neu': 0.496, 'pos': 0.031, 'compound': -0.9813}",-0.9813
