rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/a_secret_love,A Secret Love,Guy Lodge,True,Certified-Fresh,Fresh,2020,"At once a misty-eyed romance and a harsh depiction of the practical and emotional challenges of giving up independent living, ""A Secret Love"" isn't subtle in its Kleenex-clutching tactics... but it's certainly effective.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.047, 'neu': 0.558, 'pos': 0.395, 'compound': 0.9072}",0.9072
m/celluloid_closet,The Celluloid Closet,Joe Baltake,False,Fresh,Fresh,2000,"Even if The Celluloid Closet ... isn't quite the most perfectly political piece of filmmaking that you'd expect (or hoped) it would be, it's still a pretty convincing argument and, what's more, likably entertaining.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.056, 'neu': 0.632, 'pos': 0.312, 'compound': 0.9069}",0.9069
m/a_secret_love,A Secret Love,Catherine Springer,False,Certified-Fresh,Fresh,2020,"A Secret Love still manages to tug at every single heartstring. Pat and Terry had a legitimate love story, one for the ages, and it's one we all should experience, in all its tenderness and fortitude.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.9042}",0.9042
m/better_than_chocolate,Better than Chocolate,David Noh,False,Rotten,Fresh,2006,"Anne Wheeler's sexy, funny, poignant film, from a bright script by Peggy Thompson, is a real charmer, with considerable brains.",male,"['Art House & International', 'Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9022}",0.9022
m/birdcage,The Birdcage,Mike Massie,False,Certified-Fresh,Fresh,2020,"The dialogue is sensational, the cast is perfect, the directing is sharp (by celebrated filmmaker Mike Nichols), the music is snazzy, and the film concludes quite cleverly.",male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8999}",0.8999
m/1213734-ghosted,Ghosted,Steve Ramos,False,Rotten,Rotten,2009,"While longtime Treut admirers may miss the gender politics, explicit sex and lesbian SM content of her best known films, the romantic and lush Ghosted offers First Run a good shot at a wider specialty audience.",male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.037, 'neu': 0.673, 'pos': 0.29, 'compound': 0.8979}",0.8979
m/a_secret_love,A Secret Love,Liam Lacey,False,Certified-Fresh,Fresh,2020,"Like any great romance, A Secret Love is made more piquant by the personality differences between the two women. But they connect with a powerful bond.",male,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8979}",0.8979
m/a_secret_love,A Secret Love,Alci Rengifo,False,Certified-Fresh,Fresh,2020,"""A Secret Love,"" with its nostalgic tone flows like a recap of lives. To [Chris] Bolan's credit it's full of both admiration but honesty as well.",unknown,"['Documentary', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8945}",0.8945
m/big_gay_musical,The Big Gay Musical,James Wegg,False,Fresh,Fresh,2010,"Happily, writer/lyricist Fred M. Caruso's ""divine inspiration"" found a largely-talented cast, crew and composer and crafted a show-within-a-show songfest that tackles nearly every pink-triangle issue known to queerdom.",male,"['Comedy', 'Musical & Performing Arts', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.891}",0.891
m/all_over_the_guy,All Over the Guy,Rod Armstrong,False,Rotten,Fresh,2001,"A mostly winning, charming, and intelligent entry in the genre.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.8807}",0.8807
m/broken_hearts_club,The Broken Hearts Club,Roger Ebert,True,Fresh,Fresh,2000,"It's almost the point of The Broken Hearts Club that it doesn't crank up the emotion. It insists on the ordinariness of its characters, on their everyday problems, on the relaxed and chatty ways they pass their time.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.132, 'neu': 0.795, 'pos': 0.073, 'compound': -0.3818}",-0.3818
m/all_over_the_guy,All Over the Guy,Rick Groen,True,Rotten,Rotten,2001,The principals begin to lose any distinction and soon start sounding exactly the same.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4019}",-0.4019
m/birdcage,The Birdcage,Todd McCarthy,True,Certified-Fresh,Fresh,2009,The Birdcage is a scream.,male,"['Comedy', 'Gay & Lesbian']","{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.4019}",-0.4019
m/big_eden,Big Eden,Mark Holcomb,True,Fresh,Rotten,2001,There's something vaguely irresponsible about the movie's navet.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.4404}",-0.4404
m/celluloid_closet,The Celluloid Closet,Ken Tucker,True,Fresh,Fresh,1996,"The Celluloid Closet is a first-rate work of cinematic criticism, tracing the ways in which, despite cultural disapproval, gay images, ideas, and implications have slipped into the medium.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4404}",-0.4404
m/a_secret_love,A Secret Love,Cath Clarke,True,Certified-Fresh,Fresh,2020,"""There's no crying in baseball!"" Tom Hanks's grumpy coach said in A League of Their Own, but I was bawling my eyes out watching this film.",female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.4482}",-0.4482
m/all_over_the_guy,All Over the Guy,Lou Lumenick,True,Rotten,Rotten,2001,"All four characters are obnoxious, self-absorbed Southern California clichs.",mostly_male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.4588}",-0.4588
m/black_white_gray_a_portrait_of_sam_wagstaff_and_robert_mapplethorpe,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Kenneth Baker,True,Fresh,Rotten,2008,Wagstaff's character accounts for some of the frustration the film induces. Crumb's documentary style accounts for the rest.,male,"['Documentary', 'Musical & Performing Arts', 'Special Interest', 'Gay & Lesbian']","{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.4767}",-0.4767
m/by_hook_or_by_crook_2002,By Hook or by Crook,Wesley Morris,True,Fresh,Rotten,2002,"The title ... must be alluding to the possibility that large parts of the movie are begged, borrowed, and stolen from early Gus Van Sant.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian', 'Sports & Fitness']","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.4939}",-0.4939
m/by_hook_or_by_crook_2002,By Hook or by Crook,Merle Bertrand,False,Fresh,Fresh,2002,A weirdly compelling train wreck of a film that's as raw around the edges as its protagonists.,mostly_male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian', 'Sports & Fitness']","{'neg': 0.268, 'neu': 0.632, 'pos': 0.1, 'compound': -0.4939}",-0.4939
m/celluloid_closet,The Celluloid Closet,Emanuel Levy,False,Fresh,Fresh,2006,"Instead of an angry diatribe against Hollywood, the film shrewdly opts for a wity, often campy commentary by gay figures (Gore Vidal), directors (Wyler) and actors (Tom Hanks) who shed light on the context in which these films were made and viewed.",male,"['Documentary', 'Television', 'Gay & Lesbian']","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.5106}",-0.5106
m/1213734-ghosted,Ghosted,David Fear,True,Rotten,Rotten,2009,"Monika Treut (Female Misbehavior) has made a fruitful career out of documenting nonfiction gender studies and LGBT anthropology, but her attempt at exploring such issues in a narrative context is clunky to a fault.",male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5499}",-0.5499
m/all_over_the_guy,All Over the Guy,Paula Nechak,False,Rotten,Rotten,2001,Leaves an acrid taste with the viewer who sits through its long and winding tale of tortured courtship.,female,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.5574}",-0.5574
m/big_eden,Big Eden,Michael Wilmington,True,Fresh,Rotten,2001,Bezucha has drained the movie not only of bigotry but also of dramatic conflict.,male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5719}",-0.5719
m/a_secret_love,A Secret Love,Barbara Shulgasser,False,Certified-Fresh,Fresh,2020,Docu about women forced to hide relationship for 70 years.,female,"['Documentary', 'Gay & Lesbian']","{'neg': 0.37, 'neu': 0.63, 'pos': 0.0, 'compound': -0.5719}",-0.5719
m/broken_hearts_club,The Broken Hearts Club,Frank Swietek,False,Fresh,Rotten,2000,"Unless you want to see a former Superman playing a gay guy, The Broken Hearts Club has disappointingly little to offer.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.249, 'neu': 0.622, 'pos': 0.129, 'compound': -0.5994}",-0.5994
m/all_over_the_guy,All Over the Guy,Bilge Ebiri,False,Rotten,Rotten,2001,Badly acted and humorless.,female,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.6597}",-0.6597
m/a_four_letter_word,A Four Letter Word,David Noh,False,Rotten,Fresh,2008,There is no denying that Andreas is really trying to say something about the difficulty of real intimacy in a society where easy sex lies in wait on every corner of Manhattan.,male,"['Comedy', 'Romance', 'Gay & Lesbian']","{'neg': 0.253, 'neu': 0.672, 'pos': 0.075, 'compound': -0.7096}",-0.7096
m/all_over_the_guy,All Over the Guy,Ted Murphy,False,Rotten,Fresh,2001,"There are no recriminations, and no one is struggling with the issue of ""coming out."" In fact, being gay is treated as nothing out of the ordinary.",male,"['Comedy', 'Drama', 'Romance', 'Gay & Lesbian']","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.7351}",-0.7351
m/1213734-ghosted,Ghosted,Avi Offer,False,Rotten,Rotten,2009,"Initially intriguing, but tepid romantic drama suffering from an uneven screenplay with stilted dialogue and a distracting, gimmicky ghost story.",male,"['Art House & International', 'Mystery & Suspense', 'Gay & Lesbian']","{'neg': 0.348, 'neu': 0.527, 'pos': 0.125, 'compound': -0.7469}",-0.7469
