rotten_tomatoes_link,review_content,movie_title,genre_list
m/10008698-king_corn,Aaron Woolf's we-are-what-we-eat documentary King Corn is a lively introduction to the corn industrial complex.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"It should be required viewing before going into a supermarket, McDonald's or your very own refrigerator.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,King Corn insists that we recognize the Corn Belt's beauty and intelligence along with its somewhat self-induced plight.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,Deftly balances humor and insight.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"King Corn is entertaining enough, but it's also a moral, crucially skeptical road trip down the food chain.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"Absorbing...it's a lot of science and perspective to cover, yet Woolf manages to keep King Corn focused and sedate.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,King Corn becomes an indispensable supplement to Spurlock's Super Size Me.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"While there's no startling news here -- most people know that high-fructose corn syrup (HFCS) is a staple in food processing and isn't particularly good for us -- this documentary neatly, and often humorously, summarizes a very unhealthy situation.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"entertaining and even a little mischievous, it finds perverse outcomes, but no villains. It is informative, without creating partisanship, respectful without being patronizing, entertaining without being dumbed-down",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"A breezy diary from a pair of first-time farmers, as well as a wry rebuke to a nation devoted to eating cheaply but not necessarily well, King Corn makes its points without much finger-wagging.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"The film always teaches and entertains in equal, ample measure. It's a treat -- and it's good for you.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,Engaging and illuminating.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"Simultaneously nostalgic and sinister, King Corn mixes full-blown Americana with fast-food follies in the Iowa heartland.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,There is an interesting story here. It's just that the movie doesn't tell it very well.,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,Someone pass the Fritos!,King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"We learn a few things from the two daffy guys about food, nutrition, agribusiness, and government support of the latter.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"Although the film is very much in the Morgan Spurlock-school of highly personalized documentary filmmaking, King Corn contains a considerable amount of information about how the American farming tradition has changed in the last 50 years.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008698-king_corn,"This smart, amiable documentary is about corn: how it's grown, subsidized, processed, and how it sneaks its way into virtually every food on grocery-store shelves.",King Corn,"['Documentary', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Braun and his team manage to make this knotty situation lucid and palatable. Darfur Now could conceivably make a difference in enlisting people to the cause.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"While its activist subjects are indeed laudable, the film squanders much of its running time on ephemera.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Its 99 minutes could have easily been about 65 if you removed all of the celebrity do-gooder filler.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"The argument can be made that the subject's urgency excuses the need for artfulness; the opposite, of course, is true.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"There are wounding tales of rape and murder, of parents watching their children massacred, in this clear-eyed documentary account of the genocide in Darfur.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Despite honorable intent, docu is too ambitious for its own good, too burdened with celebs, and not insightful enough about its signficant issues.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Frankly, there's a way to get a message across and this sort of talking heads doc by numbers isn't it.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"A call to arms of sorts, raising awareness of the land, the people, and the possibility for change, this documentary is not intended to depress, but to ignite passion for all causes great and small.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"In a way that news reports so often fail to do, Darfur Now puts a deeply human face on a global crisis.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"For all the good intentions on show here, Darfur Now is not much of a film.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"[Its] approach is effective at mobilizing audiences to support charitable causes, but it doesn't always translate into compelling viewing. (Feel free to stop reading this now and check out savedarfur.org, darfurgenocide.org, or helpdarfurnow.org).",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Will more than support the feelings of those already involved and make others think twice before walking past volunteers asking for a minute of their time.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,An extremely moving and informative documentary.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"'Inspiring' is a word often used to describe human-rights-oriented documentaries, but Theodore Braun's film about efforts to ease the ongoing genocide in Sudan's Darfur region really earns that epithet.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Darfur Now is a worthy if inconsistent attempt at collaring a concerned audience and saying, You, too, can make a difference.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,The best material is the result of the rare opportunity to shoot inside those refugee camps: hearing firsthand testimony from victims about the catastrophic horrors inflicted on their villages is forceful and persuasive.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Much of the film plays like a static lecture, and a repetitive one as well.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,If you evaluate Darfur Now against the goals it sets for itself -- as a stirring call to action -- it must be considered lacking.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"[A]s frustratingly overwhelming as the whole thing may seem, what Braun shows us here is that, yes, ordinary people can do extraordinary things...",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Hopefully, well-crafted and moving films such as Darfur Now will inspire more people to take that small but significant first step toward ending these atrocities.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Almost conclusively portrays the Darfur problem as no longer a problem. But even if so, Darfur Now is not really a film about the Darfur problem, anyway.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"A quiet, methodical call to action.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,The documentary Darfur Now proves that -- no matter how important the subject matter -- following various people around with a camera doesn't necessarily make a film.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"This is the kind of film that doesn't end after the credits roll, and it's a gold-star example for what a documentary should do: inspire.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Provides context and an invaluable human face to a story that too many Westerners perceive as distant or irrelevant, if they perceive it at all. See Darfur Now, and you won't read the daily news the same way again.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"By showing the struggles and efforts of about half a dozen people, it puts a human face on the tragedy.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"In movie making, as in life, it's not enough to mean well. The real challenge is in being meaningful.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Both important and engrossing, devastating yet inspiring.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"By concentrating on good people dedicated to relieving the crisis, it's almost upbeat.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"At 99 minutes, the documentary presents a quick but thorough lesson.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"In the end, Darfur Now is a movie whose hopeful message is undermined by its seemingly hopeless reality.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,This passionate documentary about the African genocide persuasively argues the immediacy of the situation.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"It's a brutal mess, and Braun doesn't sugarcoat things.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,A documentary exploring the roots and reason of African political corruptness and its history of a tribal violence that shows no signs of abating might have done more to raise real outrage.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Nelson Mandela may not have defeated South African apartheid, but his story mobilized worldwide protest, which explains the focus on individuals in this effective advocacy film about the genocide in Darfur.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,An inspiring documentary about six very different courageous and creative activists who are doing what they can to help the suffering people of Darfur.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"If it accomplishes nothing else, Darfur Now locates Sudan on the map -- More than that, the film provides faces for the people of Darfur.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Darfur Now is effective pamphleteering, but only an occasionally compelling documentary film.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,All the stories are fascinating.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"If its explanation of Sudan's politics and history is rudimentary, Darfur Now maintains an effectively intense focus on the necessary work to save actual people in Darfur.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Though well-intentioned, Braun's documentary never captures the emotional heart of this enormous tragedy and fails to ignite the passion he so obviously wants us to feel.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Darfur Now does one thing other documentaries on the region in western Sudan haven't done so far: It offers hope that something substantive may be done about the Darfur genocide.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Admirable work.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,A rallying call to aid Darfur and an uplifting case study in the power of individuals to effect change.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"This is a feel-good film for activists, which barely scratches the surface.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"A disquieting, and somewhat disjointed, call to arms.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"The depressing subtext is that even with detailed proof of ongoing genocide, it takes movie stars to get to the movers and shakers, and to get worthy movies like this one into theaters.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,Informative and effortlessly gripping.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Slick, impassioned, and guardedly upbeat.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"The title says Darfur Now -- not Darfur Then, not Darfur Sometime. But the question it asks emphatically is, Darfur Now What?",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Braun is, in a sense, preaching to the choir...",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Darfur Now has drawn criticism for its artless construction, and while it's true, he knows to step aside and let the passion of his subjects shine through.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Thoughtful, sobering, hopeful, despairing, inspirational, depressing, and just in time for the holidays comes Darfur Now, a documentary about genocide in the Sudan.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,A powerful testimony to the changes that may come when people make an effort to let their voices be heard.,Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"While it's commendable that Cheadle and Clooney travel the world to promote awareness of the Darfur conflict, it doesn't necessarily make for a good 10 minutes of film.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008700-darfur_now,"Darfur Now will have to act as a moral entertainment, a conscientious objection we buy tickets to see.",Darfur Now,"['Documentary', 'Drama', 'Musical & Performing Arts', 'Special Interest']"
m/10008748-saawariya,"When the most intriguing thing about a film is the production design, you know you're in trouble.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"The songs are undistinguished, and while newcomers Sonam Kapoor and Ranbir Kapoor (who aren't related) both have impeccable Bollywood pedigrees, her performance is wildly uneven -- and his strenuously madcap antics are grating rather than endearing.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,How can it be that a movie as beautiful to look at as Saawariya is so...boring?,Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Of all the film's rococo pleasures-the lavish dance numbers, the dramatic rainstorms, and even the gold dust that puffs out when Sakina beats her rugs -- Mukherjee's richly textured diva is the most mesmerizing...",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,Saawariya doesn't collapse but does wobble for much of its nearly 150-minute running time,Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"A breezy and passably entertaining major Indian musical, the first to be released by a major Hollywood studio.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"For audiences unaccustomed to the format, the film runs too long -- though it is short by Bollywood standards -- and is repetitive, sentimental and cliched.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Saawariya is 2 hours 11 minutes of wide-screen close-ups, fanciful sets, colorful costumes, bellybuttons, almost-kisses and 10 pumped-up, achingly sweet songs.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"May not be the artistic milestone many have been hoping for, but as the first product of Bollywood's marriage with Hollywood, there should be pride from all corners for producing a solidly crafted entertainment.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Saawariya entices, fitfully springs to life but finally outstays its welcome by a good half-hour.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,See this movie if you need to get some sleep.,Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Disappointingly, neither India's most artistic director nor his new discoveries can prevent this song-packed extravaganza from being a beautifully crafted bore.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,Comes this close to sweeping us off our feet.,Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Entertaining ... Not all that different from America's love affair with MTV, American idol, and prime time TV offerings",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"With its lavish production design, extravagant sets, poetic musical numbers and photogenic stars, Saawariya is ravishing to look at, but disappointing overall",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Ranbir Raj is a charming presence with moves that suggest a cross between Justin Timberlake and Gene Kelly, but the screen really comes to life when it's full of dancers.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Sony's first major delve into the lucrative global Bollywood market is an admirable, ambitious misfire.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,"Bhansali is a brilliant, visually ""wow"" film-maker.",Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008748-saawariya,Saawariya is an act of supreme self-indulgence,Saawariya,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,The lovely and fun-loving Aaja Nachle keys in on just the right tone to keep from seeming silly.,Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,"If history has taught us anything, it's that the effectiveness of a proposition such as Aaja Nachle depends almost entirely on charm. In this case, that invitation is all but irresistible.",Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,"As an undemanding slice of masala entertainment, it's more than worthy of the Yash Raj quality stamp.",Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,"For a film which invites us to 'come, let's dance', there is not a single number which encourages us to. Bring back the cheekiness of the choli!",Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,"Aaja is genteel and winsome and directed with restraint. Some of the best dialogue in recent times, resting on a core of quietude.",Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10008752-aaja_nachle,"Does ace lensman Anil Mehta, who's first feature this is, pull it off? Not really.",Aaja Nachle,"['Art House & International', 'Drama', 'Musical & Performing Arts', 'Romance']"
m/10009632-notorious,Watching Notorious was like attending a 10-year high-school reunion and reliving the good old days when the future seemed so bright.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"Woolard, making his acting debut, delivers an exceptional performance. If his countenance is a bit different, the manner in which he carries his size is spot-on, and he nails Biggie's vocal intonations.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"It has terrific performances, a powerful soundtrack and eye-catching visuals.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,A rock-solid biopic with a foolproof rise-and-fall storyline and a warmly nuanced performance by Jamal Woolard as iconic rapper Christopher Wallace.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"If there's something praiseworthy about Notorious, it's that it pulls off the remarkable, ignominious feat of making its deceased subject less likeable than one remembers.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,What's most annoying about Notorious is that whatever bad thing that Biggie ever does gets paved over by the end of the film.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"In the first surprise of this short year, this little movie about a big rapper is a worthy testament to the man who would be B.I.G, and the first truly good Hip Hop biopic.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"Notorious is a luridly unapologetic trip through the violence, hunger, verbal bravado, and money fever of the hip-hop world, which it views as both liberating and destructive (often for the same reasons).",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"Kicks off with the usual rapper braggadocio of a childhood on the cutthroat street corners, then slyly cuts to a chubby A-student nerd known as ""Chrissy-poo"" to mom Voletta.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,The untold side of the story haunts the frames of this standard-issue biopic.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,A sanitized treatment that embraces every cliche of musical biography without shedding much real light on its subject.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"Notorious delivers nothing but clumsy filmmaking and a greatest-hits checklist, without offering insight into the man or his myth. If you don't know now...you still won't know.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,Notorious is merely pop product.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"Notorious, a biography of the rapper Notorious B.I.G., transcends gangster-flick cliches because of the outsized talents of the artist and the actor who portrays him.",Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,Just buy the records; that's the point of this infomercial anyhow.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,Notorious doesn't quite convey how hip-hop felt in the '90s ... (but) it manages to put a few new scratches and stutters into the beats and breaks of the conventional pop-star movie.,Notorious,"['Drama', 'Musical & Performing Arts']"
m/10009632-notorious,"An evocative recreation of a decade-past (!) time in music whose creative, cultural, and social influences continue to resonate in the landscape today.",Notorious,"['Drama', 'Musical & Performing Arts']"
