rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list,sentiment_scores,compound_score
m/1127407-missing,The Missing,Caffeinated Clint,False,Rotten,Fresh,2003,"Quality entertainment. There's lot of action, thrills, adventure and some great landscape...The performances are great",unknown,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.9413}",0.9413
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Mark Salisbury,False,Certified-Fresh,Fresh,2007,"The running time and pacing may scare some, but Dominik has crafted an instant classic, with poetic visuals, sensational performances and a true love for the genre. Magnificent.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.053, 'neu': 0.576, 'pos': 0.372, 'compound': 0.9408}",0.9408
m/1127407-missing,The Missing,Eric D. Snider,False,Rotten,Fresh,2003,"Those old values of family, loyalty and bravery don't get trotted out much anymore.... The film does them justice, and provides stimulating movie fare along the way.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9403}",0.9403
m/1059489-wild_bunch,The Wild Bunch,Jay Boyar,True,Certified-Fresh,Fresh,2013,"It is certainly one of the best westerns ever made, and the best film of any kind to come out in 1969.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9349}",0.9349
m/1023739-winchester_73,Winchester '73,Nelson Burns (Te Pana),False,Fresh,Fresh,2020,"The film is pretty much a standard Western. It is also, like most of its kind, a pleasant means of passing an hour and a half in air-conditioned comfort.",male,"['Classics', 'Western']","{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.9345}",0.9345
m/1046060-high_noon,High Noon,Niall Browne,False,Certified-Fresh,Fresh,2019,"With one of the greatest opening sequences in film history, High Noon kicks-off in an outstanding fashion and this 1952 film just gets better and better as it builds towards its climax.",male,"['Mystery & Suspense', 'Western']","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.9325}",0.9325
m/american_outlaws,American Outlaws,Mary Kalin-Casey,False,Rotten,Fresh,2001,"Entertains the way a summer matinee movie should, with an agreeable blend of romance, action, humor, and a likeable cast.",mostly_female,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9313}",0.9313
m/cheyenne_autumn,Cheyenne Autumn,Geoff Andrew,True,Rotten,Fresh,2006,"Over-long, often clichd and uneven (there are comic interludes complete with cameo performances), but still imbued with moments of true poetry, thanks largely to William Clothier's magnificent Panavision landscapes.",male,"['Classics', 'Western']","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9313}",0.9313
m/310_to_yuma,3:10 to Yuma,Mike McGranaghan,False,Certified-Fresh,Fresh,2007,"Not just one of this year's best films, but also one my favorite westerns ever...What an entertaining, thoughtful, relevant film this is.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9306}",0.9306
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,William Bibbiani,False,Rotten,Fresh,2014,"The jokes are mostly funny, the songs are charming, the scatology is only occasionally off-putting and overall it's a pretty good time at ye ol' air-conditioned nickelodeon.",male,"['Comedy', 'Western']","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413, 'compound': 0.93}",0.93
m/1021312-three_amigos,Three Amigos!,Paul Attanasio,True,Rotten,Rotten,2000,The script of Three Amigos plays like it was slapped together by a few friends with a tape recorder enjoying a charming weekend at the beach.,male,"['Comedy', 'Western']","{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.93}",0.93
m/10008785-appaloosa,Appaloosa,Brian Orndorf,False,Certified-Fresh,Fresh,2008,"Harris's adoration for the genre is clear, and his Appaloosa is a fine addition to a growing list of neo-westerns incorporating a respectful tone, ideal aim of violence, and heartfelt observation all in the same breath.",male,"['Action & Adventure', 'Western']","{'neg': 0.084, 'neu': 0.51, 'pos': 0.406, 'compound': 0.93}",0.93
m/bandidas,Bandidas,Brian Orndorf,False,Rotten,Fresh,2006,"It's incredibly inconsequential, buttery entertainment, but it'll surely put a smile on your face if you can find a way to appreciate its rambunctious spirit.",male,"['Action & Adventure', 'Comedy', 'Western']","{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9291}",0.9291
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Bob Bloom,False,Rotten,Rotten,2014,The script squanders many opportunities for real laughs and it continually plays it safe with sophomoric humor that would create giggles in middle-schoolers.,male,"['Comedy', 'Western']","{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.9287}",0.9287
m/1000957-angel_and_the_badman,Angel and the Badman,David N. Butterworth,False,Fresh,Fresh,2016,"With its stunning Flagstaff, Arizona locations and a breezy tone, the John Wayne-produced ""Angel and the Badman"" is a delightful mix of romance and action, with excellent chemistry between the leads.",male,"['Classics', 'Western', 'Romance']","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.9287}",0.9287
m/blackthorn,Blackthorn,Marshall Fine,False,Certified-Fresh,Fresh,2011,"A grittily entertaining and thoughtful example of just how good a western can be..an outlaw tale that is at once exciting and elegiac, elegant and earthy.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9287}",0.9287
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Matthew Turner,False,Certified-Fresh,Fresh,2007,"Beautifully directed, visually stunning Western with terrific performances from Casey Affleck and Brad Pitt - this is one of the best films of the year.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9274}",0.9274
m/1003318-butch_cassidy_and_the_sundance_kid,Butch Cassidy and the Sundance Kid,Whitney Willaims,True,Certified-Fresh,Fresh,2008,"The John Foreman production is episodic, but George Roy Hill's direction is so satisfying in catching the full value of the Goldman screenplay that a high degree of interest is sustained.",mostly_male,"['Action & Adventure', 'Classics', 'Western']","{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.9246}",0.9246
m/310_to_yuma,3:10 to Yuma,Rob Thomas,False,Certified-Fresh,Fresh,2007,"It's way too early to signal the rebirth of the western at the movies, but if it happens, it'll be because of smart and thoughtful entertainment like this that sucks audiences in whether or not they care how the West was won.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.11, 'neu': 0.577, 'pos': 0.312, 'compound': 0.9225}",0.9225
m/bone_tomahawk,Bone Tomahawk,Frank Swietek,False,Certified-Fresh,Fresh,2015,"While overlong and awfully leisurely (as well as remarkably gory)...quite enjoyable, rather like a version of 'The Hills Have Eyes' transplanted to the old West and enriched by a strong cast and a good deal of flavorful, if often digressive, dialogue.",male,"['Action & Adventure', 'Horror', 'Western']","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.9223}",0.9223
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Brian Tallerico,False,Certified-Fresh,Fresh,2007,"Stunning visuals, award-worthy performances, and a script that takes incredibly rewarding risks, Jesse James is a masterpiece and one of the best films of the year.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.066, 'neu': 0.528, 'pos': 0.406, 'compound': 0.9219}",0.9219
m/310_to_yuma,3:10 to Yuma,Matt Pais,False,Certified-Fresh,Fresh,2007,"The presence of two great actors already puts a few points in the win column, and 3:10 to Yuma rolls along efficiently like a wagon with finely tuned wheels.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.9201}",0.9201
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Edward Douglas,False,Certified-Fresh,Fresh,2007,"The slow pace and the fact that the title gives away the entire plot should only be a minor annoyance to those who love strong writing, powerful acting and great filmmaking.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.055, 'neu': 0.6, 'pos': 0.345, 'compound': 0.9201}",0.9201
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Michelle Alexandria,False,Rotten,Fresh,2014,"At the end of the day, no matter how poorly this may be directed, written, and acted, the only thing a good comedy needs to do is make you laugh and this one does it in spades. Funniest comedy of 2014.",female,"['Comedy', 'Western']","{'neg': 0.043, 'neu': 0.642, 'pos': 0.315, 'compound': 0.9186}",0.9186
m/bone_tomahawk,Bone Tomahawk,Rosalynn Try-Hane,False,Certified-Fresh,Fresh,2018,"However, gore aside the humour's wonderfully thick and dark like molasses will have you chuckling throughout. The characters are well drawn including the female character which is a welcome trend in modern westerns.",female,"['Action & Adventure', 'Horror', 'Western']","{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.9169}",0.9169
m/10008785-appaloosa,Appaloosa,Mike Goodridge,False,Certified-Fresh,Fresh,2008,"A gentle, warmly human and quietly compelling western with a wry sense of humour and some engaging performances from a group of fine actors.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.9153}",0.9153
m/big_country,The Big Country,Matt Brunson,False,Fresh,Fresh,2018,"An excellent Western. Jerome Morris' score is one of the all-time greats, standing in the company of Elmer Bernstein's The Magnificent Seven theme and Ennio Morricone's Spaghetti Western contributions as the genre's best.",male,"['Classics', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9153}",0.9153
m/10008785-appaloosa,Appaloosa,Kirk Honeycutt,True,Certified-Fresh,Fresh,2008,"A fine dramatic comedy with fresh characters, witty dialogue and a keen interest in how relationships must have developed among frontier folks, tyrannical ranchers, no-nonsense lawmen and -- oh, yes -- the complicated women on that frontier.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.9153}",0.9153
m/10008785-appaloosa,Appaloosa,Eric D. Snider,False,Certified-Fresh,Fresh,2008,"Vastly entertaining in the old-fashioned ways: fun story, fun characters, fun everything.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9153}",0.9153
m/1127407-missing,The Missing,John Venable,False,Rotten,Fresh,2003,"Much better than this year's Open Range, and just as good as the award winning (and in my opinion overrated) Unforgiven.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9136}",0.9136
m/10008785-appaloosa,Appaloosa,Tony Macklin,False,Certified-Fresh,Fresh,2009,"I give thanks for westerns. Every time they seem to be about to gasp their last, dusty breath, one comes along to give them a bit of renewed life. Bless it, the western genre will not die. Last year it was the excellent remake 3:10 to Yuma. This ye",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.9108}",0.9108
m/1127407-missing,The Missing,Susan Granger,False,Rotten,Fresh,2003,"Cate Blanchett embodies the strong, complex, capable heroine, delivering a richly detailed, Oscar-caliber performance...",female,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.419, 'pos': 0.581, 'compound': 0.91}",0.91
m/310_to_yuma,3:10 to Yuma,Brian Marder,False,Certified-Fresh,Fresh,2007,"There's no true grit to be found in James Mangold's fun but safe Western remake. Nitpicking, however, is no way to treat a movie that gives us two heavyweights like Russell Crowe and Christian Bale on top of their games.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.084, 'neu': 0.593, 'pos': 0.323, 'compound': 0.91}",0.91
m/1023739-winchester_73,Winchester '73,Tony Sloman,False,Fresh,Fresh,2015,"This is a fine, mature work: adult, intelligent and moral, creating a laconic new persona for the admirable Stewart.",male,"['Classics', 'Western']","{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9081}",0.9081
m/1131148-ned_kelly,Ned Kelly,Urban Cinefile Critics,False,Rotten,Fresh,2003,"A handsome production that pays great attention to authentic representation of the era, the legend and the landscape, Ned Kelly excels visually as it recounts a story that many may not fully know, albeit limiting our emotional connection with the man.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.9081}",0.9081
m/american_tail_fievel_goes_west,An American Tail - Fievel Goes West,Brian D. Johnson,False,Rotten,Fresh,2019,"Primarily aimed at children, it is a cartoon romp with the honky-tonk humor of a Looney Tunes adventure. But it is witty, well crafted-and clever enough to amuse adults.",male,"['Action & Adventure', 'Animation', 'Kids & Family', 'Western']","{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.9081}",0.9081
m/assassination_of_jesse_james_by_the_coward_robert_ford,The Assassination of Jesse James by the Coward Robert Ford,Stax,False,Certified-Fresh,Fresh,2007,"Of all the many films about Jesse James, Andrew Dominik's epic may not end up ranking as the most popular or the best film on the subject but it will certainly, flaws and all, be regarded as the most intriguing and ambitious take on the man and his myth.",unknown,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.906}",0.906
m/310_to_yuma,3:10 to Yuma,Christy Lemire,True,Certified-Fresh,Fresh,2007,"It's a wonderful surprise to discover that this new version, starring Russell Crowe and Christian Bale and directed by James Mangold, not only remains true to its roots but expands on them in ways that are thrilling and thoroughly entertaining.",female,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.034, 'neu': 0.679, 'pos': 0.287, 'compound': 0.9057}",0.9057
m/1074022-lone_star,Lone Star,Walter Chaw,False,Certified-Fresh,Fresh,2002,It is among the best films of the nineties and the best independent features ever made in the United States.,male,"['Drama', 'Mystery & Suspense', 'Western', 'Romance']","{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.9042}",0.9042
m/10008785-appaloosa,Appaloosa,Nick Rogers,False,Certified-Fresh,Fresh,2008,"Viggo Mortensen's brilliantly cool performance engenders enough good will to see ""Appaloosa"" through its pokey meandering to an intriguingly philosophical conclusion: a look at modern outsourcing, capitalism and progress through a Western prism.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.9001}",0.9001
m/bandidas,Bandidas,Kevin Carr,False,Rotten,Fresh,2007,"a pleasant surprise, especially for what is basically a DVD release... and it helps to have two gorgeous women headlining the film",male,"['Action & Adventure', 'Comedy', 'Western']","{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.9001}",0.9001
m/310_to_yuma,3:10 to Yuma,Betty Jo Tucker,False,Certified-Fresh,Fresh,2007,Kudos to director James Mangold for not letting anything stand in the way of splendid performances in this impressive remake.,female,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.8995}",0.8995
m/blackthorn,Blackthorn,Shirley Sealy,False,Certified-Fresh,Fresh,2011,The performances by Shepard and Rea make this a movie worth seeing--as does the opportunity to visually drink in the seldom-seen beauty and stark magnificence of Bolivia's high country.,female,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.8979}",0.8979
m/1046060-high_noon,High Noon,Clyde Gilmour,False,Certified-Fresh,Fresh,2019,...something fresh and mature and honest by dint of superior treatment all along the line.,male,"['Mystery & Suspense', 'Western']","{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.8979}",0.8979
m/big_country,The Big Country,Emanuel Levy,False,Fresh,Fresh,2012,"Burl Ives won the Supporting Actor Oscar for playing a patriarch in William Wyler's sprawling, overlong Western, though the award also might have been given to him for similar part in Cat on Hot Tin Roof.",male,"['Classics', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8979}",0.8979
m/1013077-magnificent_seven,The Magnificent Seven,Danny Graydon,True,Certified-Fresh,Fresh,2001,The Magnificent Seven emerges as not only ludicrously enjoyable entertainment but also a superior and thoughtful character study.,male,"['Action & Adventure', 'Classics', 'Drama', 'Western']","{'neg': 0.065, 'neu': 0.419, 'pos': 0.517, 'compound': 0.8973}",0.8973
m/310_to_yuma,3:10 to Yuma,Bruce Westbrook,True,Certified-Fresh,Fresh,2007,"The best Western since Unforgiven, 3:10 to Yuma is both cathartic and intelligent. While a wildly eventful action-adventure and outlaw shoot-'em-up, it's also a vibrant story of heroism, villainy and hard-earned redemption.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.084, 'neu': 0.581, 'pos': 0.335, 'compound': 0.8957}",0.8957
m/1000123-310_to_yuma,3:10 to Yuma,Rory L. Aronsky,False,Fresh,Fresh,2007,"The minutes tick toward 3:10, and all we can do is watch and hope that it all turns out ok. That's the best kind of Western, one that allows feelings like that to emerge while watching.",male,"['Classics', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8957}",0.8957
m/blackthorn,Blackthorn,John Beifuss,False,Certified-Fresh,Fresh,2011,"Worth seeing for its Western-genre pleasures and for its truly awesome Bolivian locations, which function almost as a rebuke to those special-effects-oriented filmmakers who prefer green screen to our green planet.",male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8957}",0.8957
m/blazing_saddles,Blazing Saddles,Tim Dirks,False,Certified-Fresh,Fresh,2000,"The iconoclastic, not-politically-correct Blazing Saddles (1974) is one of Mel Brooks' funniest, most successful and most popular films. It is an unsubtle spoof or parody of all the cliches from the time-honored genre of westerns...",male,"['Classics', 'Comedy', 'Western']","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.8953}",0.8953
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Aaron Peterson,False,Rotten,Fresh,2018,"[McFarlane] is trying to push boundaries that most politically correct comedies and comedians stampeded away from years ago. For me, that is how the West is truly won.",male,"['Comedy', 'Western']","{'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.8948}",0.8948
m/american_outlaws,American Outlaws,Claire Bickley,False,Rotten,Fresh,2001,"Yes, Outlaws follows a template, but it does so expertly and at such a lively pace that its familiarity becomes a pleasure in itself for a knowing audience.",female,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.8945}",0.8945
m/a_million_ways_to_die_in_the_west,A Million Ways to Die in the West,Rafer Guzman,True,Rotten,Fresh,2014,"It's another example of MacFarlane's ability to mix poop jokes with romance, foul language with sweet sentiment, offensive humor with boyish charm.",unknown,"['Comedy', 'Western']","{'neg': 0.089, 'neu': 0.445, 'pos': 0.466, 'compound': 0.8934}",0.8934
m/1000957-angel_and_the_badman,Angel and the Badman,Bob Bloom,False,Fresh,Fresh,2007,One of Wayne's top B efforts; an offbeat love story that works as a romance as well as a Western. Russell is luminous.,male,"['Classics', 'Western', 'Romance']","{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8934}",0.8934
m/310_to_yuma,3:10 to Yuma,Michael Phillips,True,Certified-Fresh,Rotten,2007,"Those who have a deeper abiding love for the western genre than I, may love the new Yuma. I liked a good deal of it -- just enough to be frustrated by the clutter.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.078, 'neu': 0.598, 'pos': 0.324, 'compound': 0.8934}",0.8934
m/1127407-missing,The Missing,Ken Hanke,False,Rotten,Fresh,2003,"Armed with his Beautiful Mind Oscar, Ron Howard stretches his wings with this attempt at a dark, wholly adult western. I just wish it was a more successful one.",male,"['Action & Adventure', 'Drama', 'Special Interest', 'Western']","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8932}",0.8932
m/310_to_yuma,3:10 to Yuma,James Mottram,False,Certified-Fresh,Fresh,2007,"Revolving around two very different but equally impressive performances from its leads, James Mangold's remake is everything you want from a western: stunning vistas, gripping shoot-outs and a morally complex core that is compelling to the end.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.8922}",0.8922
m/1131148-ned_kelly,Ned Kelly,Shannon J. Harvey,False,Rotten,Fresh,2003,"At last! A feature film about Australia's greatest outlaw and folk hero that, while not reaching five-star status, all Australians can be proud of.",mostly_female,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.05, 'neu': 0.598, 'pos': 0.352, 'compound': 0.891}",0.891
m/310_to_yuma,3:10 to Yuma,Frank Wilkins,False,Certified-Fresh,Fresh,2007,"The close confines of cinematographer Phedon Papamichael's camera, coupled with brilliant dialogue delivered by great actors on top of their game, allow us to overlook the letdown of a finale.",male,"['Action & Adventure', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.891}",0.891
m/1014793-near_dark,Near Dark,Marjorie Baumgarten,False,Certified-Fresh,Fresh,2003,"It's a smart, creepy, violent, funny, and modern vampire movie that benefits from some wonderful performances, a stunning visual texture, and music by Tangerine Dream.",female,"['Horror', 'Mystery & Suspense', 'Western', 'Romance']","{'neg': 0.107, 'neu': 0.44, 'pos': 0.453, 'compound': 0.891}",0.891
m/1013077-magnificent_seven,The Magnificent Seven,David Forsmark,False,Certified-Fresh,Fresh,2001,"One of the most popular Westerns of all time, the heroic story of The Magnificent Seven has influenced countless other movies in nearly every genre.",male,"['Action & Adventure', 'Classics', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.8908}",0.8908
m/1000123-310_to_yuma,3:10 to Yuma,Brian Webster,False,Fresh,Fresh,2007,An enjoyable western that's an excellent reminder of how - in the world of movies - sometimes less is best.,male,"['Classics', 'Drama', 'Western']","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8891}",0.8891
m/bone_tomahawk,Bone Tomahawk,William Bibbiani,False,Certified-Fresh,Rotten,2015,"Zahler's commitment to objective realism, despite his out-there premise, denies the audience the sort of engagement that might have made Bone Tomahawk truly subversive, and truly great.",male,"['Action & Adventure', 'Horror', 'Western']","{'neg': 0.118, 'neu': 0.501, 'pos': 0.381, 'compound': 0.8887}",0.8887
m/blazing_saddles,Blazing Saddles,James Rocchi,False,Certified-Fresh,Fresh,2002,Blazing Saddles is not for everyone -- but there are great pleasures here for anyone willing to seek them out.,male,"['Classics', 'Comedy', 'Western']","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.8885}",0.8885
m/10008785-appaloosa,Appaloosa,Willie Waffle,False,Certified-Fresh,Rotten,2008,"I love a good western, so I am not very enamored with Appaloosa. I guess you can say I just want to be friends with it.",mostly_male,"['Action & Adventure', 'Western']","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.8885}",0.8885
m/10009274-priest,Priest,Louise Keller,False,Rotten,Fresh,2011,"Director Scott Stewart has fun with the genre, making effective use of 3D technology and amid the ridiculous, delivers an often surprisingly compelling B-movie with some superior elements.",female,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Western']","{'neg': 0.065, 'neu': 0.571, 'pos': 0.364, 'compound': 0.8885}",0.8885
m/10009274-priest,Priest,Peg Aloi,False,Rotten,Fresh,2011,"As happens with big-screen comics, the dialogue fizzles at times. But mostly this is a delicious mash-up of styles and genres: gothic, steampunk, Wild West, martial arts, dystopian fun.",female,"['Action & Adventure', 'Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy', 'Western']","{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.8885}",0.8885
m/brimstone_2017,Brimstone,Donald Clarke,False,Rotten,Fresh,2017,"At its best, Brimstone is like being caught up in one of God's more entertaining divine rages.",male,"['Art House & International', 'Mystery & Suspense', 'Western']","{'neg': 0.115, 'neu': 0.412, 'pos': 0.473, 'compound': 0.8862}",0.8862
