rotten_tomatoes_link,movie_title,critic_name,top_critic,tomatometer_status,review_type,review_year,review_content,gender,genre_list
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),A.H. Weiler,True,Certified-Fresh,Fresh,2003,"Although it may sound ungallant, these 12 Angry Men, are all right without distaff glamour. Their dramas are powerful and provocative enough to keep a viewer spellbound.",unknown,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Jon Niccum,False,Certified-Fresh,Fresh,2003,One-room dramas don't get much better than this,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Pablo Villaça,False,Certified-Fresh,Fresh,2003,"Ainda que se passe em um nico ambiente, esta obra-prima possui um alcance emocional imensurvel - e  incrvel que tenha sido o primeiro longa-metragem de Lumet.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Mark R. Leeper,False,Certified-Fresh,Fresh,2004,This film is a great combination of an adult theme and the treatment suitable for younger audience.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Phil Villarreal,False,Certified-Fresh,Fresh,2005,A masterful work of debate and dialogue; of shifting momentum and the ideal of sticking to your scruples in the face of antagonistic groupthink.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Emanuel Levy,False,Certified-Fresh,Fresh,2005,"Sidney Lumet's Oscar-nominated feature directing debut is a brilliant courtroom drama, featuring a superlative cast that includes Henry Fonda (also producer), Martin Balsam, Ed Begley, Jack Warden, and E.G. Marshall.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Geoff Andrew,True,Certified-Fresh,Fresh,2006,A strangely realistic thriller.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Jonathan Rosenbaum,True,Certified-Fresh,Fresh,2007,"Mechanically written, but within its own middlebrow limitations, it delivers the goods.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Rob Humanick,False,Certified-Fresh,Fresh,2007,"Makes no self-saluting motions to greater importance, which gives the material the much-desired breathing room it needs to reach full potency.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Steve Crum,False,Certified-Fresh,Fresh,2008,Power house jury room drama w/cast of memorable actors.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Christopher Null,False,Certified-Fresh,Fresh,2008,Every bit the classic it's been made out to be for all these years.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Variety Staff,True,Certified-Fresh,Fresh,2008,The film leaves a tremendous impact.,unknown,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Dan Jardine,False,Certified-Fresh,Fresh,2009,"taut, well-crafted sociological study",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Nick Davis,False,Certified-Fresh,Fresh,2009,"12 Angry Men has some shrewd observations to sell about argumentation and group behavior, but they're not the ones of which the film seems most proud.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Matthew Pejkovic,False,Certified-Fresh,Fresh,2010,A brilliant courtroom drama whose strength lies within the power of Rose's words and Sidney Lumet's great direction (his debut).,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),M. Faust,False,Certified-Fresh,Fresh,2011,Outstanding Henry Fonda jury classic.,unknown,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Dennis Schwartz,False,Certified-Fresh,Fresh,2011,"Lumet keeps things tense, sweaty, suspenseful and entertaining despite the contrived story line.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),James Kendrick,False,Certified-Fresh,Fresh,2011,an incisive and gripping film,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Eric Melin,False,Certified-Fresh,Fresh,2011,"This was Sidney Lumet's first movie and it's as riveting as it was back in the late 50s, when everything was changing.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Felix Vasquez Jr.,False,Certified-Fresh,Fresh,2012,"The cast is incredible, the writing superb, and the film is unparalleled in its sheer excellence.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Glenn Heath Jr.,False,Certified-Fresh,Fresh,2013,"The film takes a confined, almost completely banal real-world location and makes it completely dynamic, using incredibly nimble camera movements to establish character motivation and theme.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Joshua Rothkopf,True,Certified-Fresh,Fresh,2013,"Too few films take on the art of arguing as a subject; we could certainly use more of them, but until then, Lumet's window into strained civic duty will continue to serve mightily.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Dan Jardine,False,Certified-Fresh,Fresh,2013,"There is real value is how it allows each member of the cultural mosaic of a jury to develop into distinct, damaged, and interesting characters",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),David Nusair,False,Certified-Fresh,Fresh,2015,...the film has aged surprisingly well in the years since its 1957 release.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Fernando F. Croce,False,Certified-Fresh,Fresh,2015,"Lumet in his first film records it as a meticulous laboratory experiment, a clammy orchestra",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),David Keyes,False,Certified-Fresh,Fresh,2016,With each new viewing I come away feelings as if I have peeled away another layer on the characters and their buried motives.,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Christopher Machell,False,Certified-Fresh,Fresh,2017,"In the 60 years since its release, Sidney Lumet's masterpiece has lost none of its impact. In this age of unreason, 12 Angry Men remains sorely and urgently contemporary.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Chris Stuckmann,False,Certified-Fresh,Fresh,2018,This movie is a masterpiece. That term gets thrown around a lot -- it's a very easy thing to say about great films like this -- but this movie is one of the best. This is one of the very few films that I will call perfect.,mostly_male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Clyde Gilmour,False,Certified-Fresh,Fresh,2019,One of Hollywood's more notable borrowings from television is this Reginald Rose drama about the soul-searchings of a murder-trial jury...,male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Mark Jackson,False,Certified-Fresh,Fresh,2019,"""12 Angry Men"" puts the full range of human good and evil on display. It posits that, ultimately, the universe is benevolent, and our job, regarding each other, is to attempt with our best effort and greatest compassion to elucidate and clarify the truth.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Mike Massie,False,Certified-Fresh,Fresh,2020,"Thought-provoking, continually riveting, and absolutely unforgettable - and surprisingly designed around a very simple, tightly budgeted, special-effects-free premise.",male,"['Classics', 'Drama']"
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),Richard Propes,False,Certified-Fresh,Fresh,2020,Reginald Rose's script is one of deep revelation.,male,"['Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Urban Cinefile Critics,False,Rotten,Rotten,2008,"The mammoths, the savage, beaked jungle beasts and the giant sabre tooth tiger all make splendid appearances. The spectacular landscapes of desert, mountain, river and jungle also deliver the images we are expecting. It's the humans who let us down.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Joshua Tyler,False,Rotten,Rotten,2008,A tedious bore in which grubby people stand around muttering in a variety of badly chosen accents.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Emanuel Levy,False,Rotten,Rotten,2008,"Emmerich's epic is a formulaic mishmash of a movie, visually sweeping but silly blend of actioner, adventure, man vs. nature, man vs. animal -- above all, a reminder of how superior Mel Gibson's Apocalypto was.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Sean Axmaker,False,Rotten,Rotten,2008,... a dull compendium of recycled adventure epic cliches.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Eugene Novikov,False,Rotten,Rotten,2008,Roland Emmerich has a remarkable talent for draining all the life out of interesting stories.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Staci Layne Wilson,False,Rotten,Rotten,2008,"The film's heart is in the right place, but its script is not evolved enough to deliver the message without the constant clout of a caveman's club.",mostly_female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Mark Dujsik,False,Rotten,Rotten,2008,The kind of movie that people will discover new and hilarious ways to mock for years to come.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Dan Lybarger,False,Rotten,Rotten,2008,I have to give Emmerich credit for creating a film that's been funnier than '27 Dresses' or 'Over Her Dead Body.',male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Steve Crum,False,Rotten,Fresh,2008,"CGI effects are letter perfect believable. The opening mastodon hunt/stampede is as good as effects seen in the recent 'King Kong,' greatly enhancing the film.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",David Thomas,False,Rotten,Rotten,2008,about as slow and lumbering as a wounded manuk.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Brian Orndorf,False,Rotten,Rotten,2008,"Emmerich has never been one to rely on the wizardry of nuance, but I was stunned to feel numb to nearly everything B.C. offered, as if my mind immediately detected a filmmaker looking to brazenly cash in on his past successes.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",James Rocchi,False,Rotten,Rotten,2008,"In an age where ... audiences reward blood-and-thunder films ... at the box office, greenlighting 10,000 B.C. must have seemed logical. I can imagine someone pitching the film ...by saying ""It's like 300 .... + 9,700!""",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Nick Schager,False,Rotten,Rotten,2008,"Roland Emmerich is partial to cutting-edge special effects and stone-age storytelling, meaning that 10,000 B.C., a dim-witted CG extravaganza set in prehistoric times, is something like his ideal project.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Edward Douglas,False,Rotten,Rotten,2008,An atrocious waste of a perfectly good CGI budget ... at least the Geico commercials make an effort to get the historical accuracy right,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",David Foucher,False,Rotten,Fresh,2008,The little-prehistoric-epic-that-could actually delivers an entertaining couple of hours.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",A.O. Scott,True,Rotten,Rotten,2008,"It's best not to think too hard about anything in 10,000 BC, a sublimely dunderheaded excursion into human prehistory.",unknown,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Hartlaub,True,Rotten,Rotten,2008,"While the movie is completely ridiculous, at least it's fun to think of all the high school students who are going to mistake this movie for an accurate historical record and get F's on their next pop quiz.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Keith Phipps,True,Rotten,Rotten,2008,"Emmerich knows how to fill the screen with spectacle, but not how to field-marshal it.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Kirk Honeycutt,True,Rotten,Fresh,2008,"Digital imagery imagines a striking prehistoric world for these back-to-basics heroes, villains and raging beasts.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Jan Stuart,True,Rotten,Rotten,2008,"An epic adventure of such towering testosterone counts and ceaseless tedium, you can almost feel the hair growing on your chest as the bags collect beneath your eyes.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Dana Stevens,True,Rotten,Rotten,2008,"Rather than taking the trouble to imagine what early civilization might have been like -- its culture, its language, its warfare, its family life -- the movie simply transposes a banal Hollywood epic into Paleolithic times.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Alex Markerson,False,Rotten,Rotten,2008,"Almost worth sitting through the first half for the revelatory moment when you're forced to ask yourself: Is nearly the entire cast suddenly being attacked by what look like cracked-out ostriches? Why, yes, yes they are.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Josh Bell,False,Rotten,Rotten,2008,"Worst of all, no one even gets eaten by the disappointingly tame saber-toothed tiger.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Christy Lemire,True,Rotten,Rotten,2008,"A mix of vast CGI spectacle and small, silly moments, the prehistoric saga 10,000 BC is an epic in name only.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Todd McCarthy,True,Rotten,Rotten,2008,"Conventional where it should be bold and mild where it should be wild, 10,000 BC reps a missed opportunity to present an imaginative vision of a prehistoric moment.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Michael Phillips,True,Rotten,Fresh,2008,"Sometimes you have a hankering for a slab of 10,000-year-old cheese. Here it is, on a cracker.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Matt Pais,False,Rotten,Rotten,2008,"May indeed last until the end of time, kept alive in drinking games and in history and geography classrooms on April Fool's Day.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Alonso Duralde,False,Rotten,Rotten,2008,A lovely-to-look-at but ultimately forgettable adventure flick that feels like a cross between Land of the Pharaohs and the greatest hits of Joseph Campbell.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Frank Swietek,False,Rotten,Rotten,2008,This crackpot combination of Pathfinder and Apocalypto [is] a brainless exercise in prehistoric goofiness that actually affords more laughs than Ice Age.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Phil Villarreal,False,Rotten,Rotten,2008,"I can't figure out exactly when the film 10,000 B.C. is set, but it's definitely ancient times. Like before they had cars, guns or tabloid blogs. And definitely before they had cohesive plots or dialogue that made sense.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Vic Holtreman,False,Rotten,Rotten,2008,"While there's an attempt to make this a personal story, it's really about what we thought it would be: Incredible vistas populated with a combination of ancient temples, pyramids, woolly mammoths and a cast of (CGI) thousands.",mostly_male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Victoria Alexander,False,Rotten,Rotten,2008,I cheered for the villains who were building a colossal civilization.,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Sara Maria Vizcarrondo,False,Rotten,Rotten,2008,The sheer spectacle of the film makes it an easier sell on the big screen than on DVD,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Ken Fox,False,Rotten,Fresh,2008,"Too dumb to take seriously, but just silly enough to be sort of fun.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Ann Hornaday,True,Rotten,Rotten,2008,"One part Joseph Campbell hero quest, one part multi-culti morality tale, one part live-action Flintstones cartoon, 10,000 B.C. is finally every part just plain nuts.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Howell,True,Rotten,Rotten,2008,"This much-delayed film cries out for consideration for Worst CGI, Most Annoying Narrator, Lamest Dialogue and Dumbest Action Hero.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Claudia Puig,True,Rotten,Rotten,2008,Even a cameo by Pauly Shore in Encino Man would liven up this bombastic bore.,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Chris Hewitt,False,Rotten,Rotten,2008,"10,000 B.C. is a movie of woolly mammoths and fuzzy thinking.",mostly_male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Stephanie Zacharek,True,Rotten,Rotten,2008,"10,000 BC would be much better if it allowed itself the freedom to be kitsch.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Travers,True,Rotten,Rotten,2008,"The best acting comes from woolly mammoths, man-eating ostriches and a saber-toothed tiger -- and those babies are digital. It's the human actors who look fake.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",James Berardinelli,True,Rotten,Rotten,2008,"10,000 B.C. isn't only brain-dead, it's completely dead. It's inert and without a heartbeat.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Roger Moore,True,Rotten,Rotten,2008,Where's Raquel Welch in that fur bikini?,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Stephen Whitty,True,Rotten,Rotten,2008,Yabba-dabba-don't.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Lou Lumenick,True,Rotten,Rotten,2008,"While the special effects are top notch... the humans are dull, the dialogue is ridiculous, and anyone expecting a repeat of the action in 300 is going to be sorely disappointed with this bloodless PG-13 adventure.",mostly_male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Luke Y. Thompson,False,Rotten,Rotten,2008,"...the Yagahl speak English with an inflection that ranges from fake-African to fake-Russian, sometimes within the same sentence.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Joe Neumaier,True,Rotten,Rotten,2008,"The less said about historical accuracy, the better.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Duane Dudek,False,Rotten,Rotten,2008,"The characters may speak English, but the narrative is gibberish.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Kenneth Turan,True,Rotten,Fresh,2008,"Outrageous and outlandish, Emmerich's 10,000 BC is easy to mock, but it is so cheerfully shameless and terminally silly that you have to admire its effrontery and accept its creator... as a certified crackpot visionary.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Bob Strauss,False,Rotten,Rotten,2008,"Hey, CG mammoths! And lots of 'em! And some raptor/dodo thingies that move exactly like Spielberg's dinosaurs. Still, looks cool enough. Could've used some more of the saber-toothed tiger, though.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Robert W. Butler,False,Rotten,Rotten,2008,A strong camp sensibility is just about the only thing that might have saved this lumbering beast.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Liz Braun,False,Rotten,Rotten,2008,"10,000 B.C. is a true disaster on every level, a derivative and sometimes incomprehensible mess.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Amy Biancolli,True,Rotten,Rotten,2008,"The mammoths are cool. The squealing killer ostriches, perhaps inspired by ancient phorusrhacid fossils, are idiotic but... okay, they're idiotic.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Liam Lacey,True,Rotten,Rotten,2008,"If you thought 300 was silly, think of 10,000 BC as 33.333 times sillier.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Tom Long,True,Rotten,Rotten,2008,Barney Rubble had a lot more charisma than anyone involved in this movie.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Tom Maurstad,True,Rotten,Rotten,2008,"You may be expecting a showcase of cutting-edge visuals -- isn't the appeal of the title the implicit promise of seeing a lost world re-created to presumably dazzling effect? But for the most part, it's just barren landscapes and people in animal skins.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Rainer,True,Rotten,Rotten,2008,It made me yearn to see Caveman again. At least that was intentionally funny.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Andrea Gronvall,True,Rotten,Rotten,2008,Overblown and stupefyingly dull.,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Ty Burr,True,Rotten,Rotten,2008,"[I] saith to you that I had a strangely good time, and whether that is from laughing at 10,000 B.C. or laughing with it I knoweth not, although I strongly suspect the former.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Sean P. Means,False,Rotten,Rotten,2008,"There have been funny movies about prehistoric times ... but for real gut-busting laughs, it's hard to top the ridiculousness of 10,000 B.C.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Michael Sragow,False,Rotten,Rotten,2008,"Even as a fantasy spectacle, 10,000 B.C. is sorely in need of intelligent design.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Brian Tallerico,False,Rotten,Rotten,2008,"There's shockingly nothing to recommend about this flat, dull, and excruciatingly boring adventure to a time that apparently predates things like character, action, or even editing.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",MaryAnn Johanson,False,Rotten,Rotten,2008,"Oh my god: the silly, it burns. It burns!",unknown,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Frank Lovece,False,Rotten,Rotten,2008,"Clearly, the B.C. here stands for Benetton Colors, since it's got nothing to do real history.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Kevin Carr,False,Rotten,Rotten,2008,"Too much of 10,000 BC seems to be sampled from other movies that preceded it",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter T. Chattaway,False,Rotten,Rotten,2008,"It promises spectacle and action but fails to deliver all that much of either, and ends up being so dull it can't even be enjoyed for its camp value.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Kurt Loder,False,Rotten,Rotten,2008,"More than anything else, though, the movie recalls the overblown Hollywood biblical epics of the 1950s, with all their attendant anachronisms and free-floating cheese.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Canavese,False,Rotten,Rotten,2008,"Our favorite Teutonic huckster presumes that prehistory means that anything narrative goes: hey, who can prove him wrong?",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Christian Toto,False,Rotten,Rotten,2008,"10,000 B.C. takes a prehistoric approach to storytelling.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Peter Sobczynski,False,Rotten,Rotten,2008,"This may well be the first prehistoric epic in which the liberal deployment of such words as ""oog,"" ""agh"" and ""uck"" would have actually improved the screenplay considerably.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Bill Gibron,False,Rotten,Rotten,2008,"As a series of set pieces looking for any available fable to keep it afloat, 10,000 BC is really nothing more than computing power and implausibility.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Brandon Fibbs,False,Rotten,Rotten,2008,Director Roland Emmerich is the ultimate spectacle over substance filmmaker. He actually makes Michael Bay look like Stanley Kubrick by comparison.,male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Nell Minow,False,Rotten,Rotten,2008,"If you are ten years old fan of video games with a short attention span and no knowledge of history, you will love this movie. The further you stray from these core qualifications, the less you will love it.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Daniel M. Kimmel,False,Rotten,Rotten,2008,"...it's laughably bad, which means that if you can approach it as a really stupid film you just might find yourself enjoying it.",male,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Sandra Hall,True,Rotten,Rotten,2008,The film proves to be uncharacteristically restrained.,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Carrie Rickey,True,Rotten,Rotten,2008,Would that Emmerich took as much care with his human characters as with inanimate objects and CGI animals.,female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Sara Michelle Fetters,False,Rotten,Rotten,2008,"This is just stupidly lazy storytelling, nothing more (and certainly nothing less), and I'd tell the director to be ashamed of himself but I'm pretty darn positive he didn't even notice he did anything wrong.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Susan Granger,False,Rotten,Rotten,2008,"While admittedly formulaic and banal, it's also a guilty pleasure for those who enjoy watching stampeding herds of woolly mammoths.",female,"['Action & Adventure', 'Classics', 'Drama']"
m/10000_bc,"10,000 B.C.",Dustin Putman,False,Rotten,Rotten,2008,"10,000 B.C. is a load of crap dressed up with pretty background vistas. The film is terminally lifeless, something that a so-called 'event' picture should never be.",male,"['Action & Adventure', 'Classics', 'Drama']"
